Reference;Token number;Document number;Anno di raccolta;annotation.audio_file;annotation.begin;annotation.end;annotation.participant_code;conversation.code;conversation.duration;conversation.topic;doc.full_conversation;doc.full_jefferson;Età;Genere;Luogo di raccolta;Occupazione;Presenza di moderatore;Rapporto tra i partecipanti;Regione di provenienza;Titolo di studio;Numero di partecipanti;Tipo di interazione;Left;KWIC;Right;Non SD;Test 1;Test 2;Colonna3;SD;Cumulo;Presa di turno;Richiesta di accordo/conferma;Manifestazione di accordo;Conferma dell'attenzione;Interruzione;Cessione del turno;Marcatura della conoscenza condivisa;Richiesta di attenzione;Strategie di cortesia;Gestione del topic: introduzione o ripresa di topic;Chiusura di un topic;Prolettico, marca di formulazione: ecco;Riformulazione;Marcatura di citazione/discorso riportato;Esemplificazione;Filler, riempimento dei tempi di formulazione;General extenders e marche di generalizzazione;Marcatura dell'inferenza;Modulazione del grado di confidenza del parlante;Approssimazione;Specificazione;Attenuazione;Intensificazione;Polifunzionalità;dubbi;Commenti
TOD2004;#1565766;doc#217;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=TOD2004&begin=607273&end=609826;607273;609826;TOD2004;;0,007662037;;https://search.corpuskiparla.it/corpus/conversations/TOD2004.html;https://search.corpuskiparla.it/corpus/conversations/TOD2004_jefferson.html;21-25;F;;stud;;;piemonte;laurea in corso;2;intervista semistrutturata;di xx con mamma e papà // sì sì sì // sì sì sì // mimh // avrei proprio tanta voglia di // di f~ di fare questa esperienza perché;comunque;// arrivatamh // arrivata ad una certa // a una certa età // comunque penso si debba fare per quello // certo e ti;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
TOD1017;#1574896;doc#218;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=TOD1017&begin=4941975&end=4946842;4941975;4946842;TOD1017;;0,070428241;;https://search.corpuskiparla.it/corpus/conversations/TOD1017.html;https://search.corpuskiparla.it/corpus/conversations/TOD1017_jefferson.html;61-65;M;;intell;;;piemonte;phd;1;lezione;l'' assenso del re e il voto di fiducia // della camera e per contro tutti quei caratteri palesemente // di illegalità o che;comunque;alludevano chiaramente // all'' idea di uno stravolgimento dello stato liberale // il fascismo italiano qui cerco un;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
TOD1017;#1575052;doc#218;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=TOD1017&begin=5032548&end=5035308;5032548;5035308;TOD1017;;0,070428241;;https://search.corpuskiparla.it/corpus/conversations/TOD1017.html;https://search.corpuskiparla.it/corpus/conversations/TOD1017_jefferson.html;61-65;M;;intell;;;piemonte;phd;1;lezione;di vista formale // eh // ormai come si di~ si usa un termine gior~ che non mi piace molto ormai si dice // bypassare no?;comunque;// bypassandolo // la lettera dello statuto albertino // si andava verso misure // cioè quando un governo decreta la;;;;1;1;;;;;;;;;;;1;;;;;;;;;;;;;;0;;
PBC011;#1581479;doc#219;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBC011&begin=1410492&end=1414068;1410492;1414068;PBC011;;0,052824074;;https://search.corpuskiparla.it/corpus/conversations/PBC011.html;https://search.corpuskiparla.it/corpus/conversations/PBC011_jefferson.html;76-80;F;;pens;;;emilia-romagna;dip_tec_prof;2;intervista semistrutturata;gli adulti lo vedevano volentieri cioé come a scuola no? xxxxxx però ci dicevano state zitti allora // // è rimasto;comunque;qualcosa anche se non hai // poi qualcuno è stato più spinto era interessato eccetera qualcun''altro poi dipendeva;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
KPN019;#1593740;doc#220;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPN019&begin=892550&end=897720;892550;897720;KPN019;;0,020902778;;https://search.corpuskiparla.it/corpus/conversations/KPN019.html;https://search.corpuskiparla.it/corpus/conversations/KPN019_jefferson.html;61-65;M;;intell;;;veneto;laurea;4;pasto;in appartamento ghe ze sta'' ''na sparatoria // mhmh // okay // #a un certo punto i ghe spara eo casca // #no se ga capìo cosa;comunque;ze ze morto in quel momento là ghe ga trovà un frammento sopra l''ombelico // mhmh // e e sembra che siccome usava uhm;;;;1;1;;;;;;;;;;;1;;;;;;;;;;;;;;0;;
PBA009;#1616305;doc#223;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBA009&begin=585562&end=589989;585562;589989;PBA009;;0,018009259;;https://search.corpuskiparla.it/corpus/conversations/PBA009.html;https://search.corpuskiparla.it/corpus/conversations/PBA009_jefferson.html;16-20;F;;oper;;;emilia-romagna;dip_tec_prof;2;intervista semistrutturata;molto giovane era tipo mi sa il suo primo anno come prof di ruolo quindi // mhmh // mh // eh mh // cioè // mi piaceva // #perchè;comunque;era un prof molto scialla nel senso molto polleg ecco // però // comunque // non era serio quanto la prof che avevo avuto i;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
PBB031;#1620488;doc#224;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBB031&begin=431050&end=431860;431050;431860;PBB031;;0,034699074;;https://search.corpuskiparla.it/corpus/conversations/PBB031.html;https://search.corpuskiparla.it/corpus/conversations/PBB031_jefferson.html;56-60;F;;comm;;;emilia-romagna;laurea;3;intervista semistrutturata;proprio in questo modo per farti vedere certe cose o ti fanno entrare in certe chiese perché ci sono certe situazioni // e;comunque;// non ah // eh mh sì noi abbiamo un po'' utilizzato queste situa~ queste cose // e mh con queste visite abbiamo fatto;;;;1;1;1;;;;;;;;;;1;;;;;;;;;;;;;;0;;
PBB031;#1622364;doc#224;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBB031&begin=924430&end=932680;924430;932680;PBB031;;0,034699074;;https://search.corpuskiparla.it/corpus/conversations/PBB031.html;https://search.corpuskiparla.it/corpus/conversations/PBB031_jefferson.html;56-60;F;;comm;;;emilia-romagna;laurea;3;intervista semistrutturata;fuori // sì eh è ve~ è vero // no ma infatti anche perché noi magari qua // non lo sentiam così tanto perché è mh più fresco;comunque;siamo fuori ma chi abita a bologna sicuramente // mh // o stai dentro con l''aria condizionata oppure queste~ queste;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
PBB031;#1623299;doc#224;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBB031&begin=1196550&end=1201560;1196550;1201560;PBB031;;0,034699074;;https://search.corpuskiparla.it/corpus/conversations/PBB031.html;https://search.corpuskiparla.it/corpus/conversations/PBB031_jefferson.html;56-60;F;;comm;;;emilia-romagna;laurea;3;intervista semistrutturata;adesso è pieno // mhmh // adesso è pieno // eh // poi magari non sono loro che creano problemi ci sono altre situazioni però;comunque;anche questa // mhmh // questa mh // questa situazione non aiuta // perché io mi ricordo eh non dovevi stare attento a non;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
PBB031;#1627202;doc#224;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBB031&begin=2415750&end=2420490;2415750;2420490;PBB031;;0,034699074;;https://search.corpuskiparla.it/corpus/conversations/PBB031.html;https://search.corpuskiparla.it/corpus/conversations/PBB031_jefferson.html;56-60;M;;comm;;;emilia-romagna;dip_lic;3;intervista semistrutturata;divertirsi per fare baracca per per autofinianziarsi per piccole cosine quindi // bah // nell''autonomia ti lasciano;comunque;fare e quindi uno ci ci va ecco // bello // poi tutti e poi tutti appunto // l~ l~ l~ la // sono tre giorni che poi c''é tutta la;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
PBB031;#1628423;doc#224;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBB031&begin=2787460&end=2790480;2787460;2790480;PBB031;;0,034699074;;https://search.corpuskiparla.it/corpus/conversations/PBB031.html;https://search.corpuskiparla.it/corpus/conversations/PBB031_jefferson.html;56-60;M;;comm;;;emilia-romagna;dip_lic;3;intervista semistrutturata;cose particolari ci siano // però sì // più o meno noi siamo emiliani // cioè // okay // mh le nonne ci hanno ins~ ci ha //;comunque;tra qui e bologna sì mh più o meno sono sempre quelle // sì // okay // simile molto simile immaginavo sì // sì molto simile sì;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
TOA3009;#1633899;doc#226;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=TOA3009&begin=268725&end=269496;268725;269496;TOA3009;;0,015613426;;https://search.corpuskiparla.it/corpus/conversations/TOA3009.html;https://search.corpuskiparla.it/corpus/conversations/TOA3009_jefferson.html;26-30;M;;stud;;;sicilia;laurea in corso;3;conversazione libera;miei cantanti preferiti // ah la guerra del sale // io non l'' ho mai sentita xx // e invece è un pezzo di merda // eh ehmh // o;comunque;// mediocre eh ehmh // non è fantatisca // ora ha fatto xx un featuring con gli exotago come si chiamano // non so non me li;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
TOA3009;#1634986;doc#226;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=TOA3009&begin=697108&end=698422;697108;698422;TOA3009;;0,015613426;;https://search.corpuskiparla.it/corpus/conversations/TOA3009.html;https://search.corpuskiparla.it/corpus/conversations/TOA3009_jefferson.html;26-30;M;;stud;;;sicilia;laurea in corso;3;conversazione libera;x c'' è un messaggio solo si è caricato che ha fatto vvvv // vedi se sopra c'' è un'' icona // what''sapp telegram polpette //;comunque;i~ xx // what''sapp e telegram e una e una d che non capisco // comunque alla fine volevo dire che // il primo motivo per cui;;;;1;1;;1;;;;1;;;;;;;;;;;;;;;;;;;0;;
TOA3009;#1635998;doc#226;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=TOA3009&begin=1114886&end=1117123;1114886;1117123;TOA3009;;0,015613426;;https://search.corpuskiparla.it/corpus/conversations/TOA3009.html;https://search.corpuskiparla.it/corpus/conversations/TOA3009_jefferson.html;21-25;F;;stud;;;sicilia;laurea in corso;3;conversazione libera;volo di di // xxxxxxxxxxxx // il nuovo saggio di brecht // // l~ l'' ultimo saggio di xxx // e fabio volo // xx xx proprio tu;comunque;// minchia se ti regalava fabio volo non legge fabio volo vero? // no no // sicuro? // no no sicuro sicuro // il suo migliore;;;;1;1;;;;;;;;;;;;;;;;;;;;;;1;;;1;;
PBB010;#1636894;doc#227;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBB010&begin=127280&end=133787;127280;133787;PBB010;;0,021851852;;https://search.corpuskiparla.it/corpus/conversations/PBB010.html;https://search.corpuskiparla.it/corpus/conversations/PBB010_jefferson.html;21-25;F;;stud;;;lombardia;laurea in corso;2;intervista semistrutturata;mh ti trovi t~ in generale ti trovi bene a bologna // no no mi trovo bene mi trovo bene // mhmh // e torneresti nel tuo paese o;comunque;hai intenzione di rimare qua comunque a continuare a lavorare non so // allora ho intenzione di t~ di ritornare per non;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;Funzione fatica
PBB010;#1638382;doc#227;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBB010&begin=620090&end=623521;620090;623521;PBB010;;0,021851852;;https://search.corpuskiparla.it/corpus/conversations/PBB010.html;https://search.corpuskiparla.it/corpus/conversations/PBB010_jefferson.html;31-35;F;;comm;;;estero;med;2;intervista semistrutturata;eh @nomeluogo // sì // guarda io ho trovato un altro posto e // quindi // dovrei andar via ma loro mi cioè c~ volevan tenermi;comunque;alla fine // mhmh // lei mi diceva va bene // mi dispiace però // se abbiam bisogno come ex xxx certo // sì // io ci sono sempre;;;;1;1;;;;;;;;;;;1;;;;;;;;;;;;;;0;;
PBB010;#1641803;doc#227;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBB010&begin=1741689&end=1744460;1741689;1744460;PBB010;;0,021851852;;https://search.corpuskiparla.it/corpus/conversations/PBB010.html;https://search.corpuskiparla.it/corpus/conversations/PBB010_jefferson.html;21-25;F;;stud;;;lombardia;laurea in corso;2;intervista semistrutturata;parole // eh sì // mhmh // ehm // chissà se un giorno vincerò il gratta e vinci comprerò una villa là // // una bella vista;comunque;su bologna eh // se vicin~ sei più vicina a san luca fai senza fare tutta quella fatica sì sì // mamma mia guarda // e invece;;;;1;1;;;;;;;;;;;1;;;;;;1;;;;;;;;0;;
TOC1005;#1642849;doc#228;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=TOC1005&begin=218695&end=223927;218695;223927;TOC1005;;0,017314815;;https://search.corpuskiparla.it/corpus/conversations/TOC1005.html;https://search.corpuskiparla.it/corpus/conversations/TOC1005_jefferson.html;21-25;F;;stud;;;piemonte;laurea in corso;2;esame;che il patrimonio si perpetrasse all'' interno della sua dinastia // perpe~? // s~ si si continua~ cioè ehrimanesse;comunque;all'' interno deleh della propria dinastia di conseguen~ // alloraperpetuasse // si perp~ sì si perpetuasse all'';;;;1;1;1;;;;;;;;;;;;;;;;1;;;;;;;;0;;
TOC1005;#1643138;doc#228;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=TOC1005&begin=320835&end=331450;320835;331450;TOC1005;;0,017314815;;https://search.corpuskiparla.it/corpus/conversations/TOC1005.html;https://search.corpuskiparla.it/corpus/conversations/TOC1005_jefferson.html;21-25;F;;stud;;;piemonte;laurea in corso;2;esame;coluiche detiene la lamh la moralità deleh del sovrano di conseguenza attraverso questi criteri che possono sembrare;comunque;vaghi // si riusciva non a contraddire il common law perché equity follows the law abbiamo detto // ma ehmh si si cercava;;;;1;1;;;;;;;;;;;;;;;;;;;;;;;1;;0;;
PBA018;#1647283;doc#229;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBA018&begin=379402&end=382116;379402;382116;PBA018;;0,02431713;;https://search.corpuskiparla.it/corpus/conversations/PBA018.html;https://search.corpuskiparla.it/corpus/conversations/PBA018_jefferson.html;21-25;M;;oper;;;campania;dip_lic;2;intervista semistrutturata;// allora sì // un pochino potresti capirlo // e niente poi // in realtà io già durante il primo mese // non non volevo //;comunque;s~ sembra tipo una seduta di psicologia cioè sta // no ma a me va bene cioè ste son cose di cui non parlo mai // quindi perché;;;;1;1;;;;;;;;;;;1;;;;;;;;;;;;;;0;;
BOD2017;#1652528;doc#230;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=BOD2017&begin=208308&end=213686;208308;213686;BOD2017;;0,017476852;;https://search.corpuskiparla.it/corpus/conversations/BOD2017.html;https://search.corpuskiparla.it/corpus/conversations/BOD2017_jefferson.html;21-25;M;;stud;;;abruzzo;laurea in corso;2;intervista semistrutturata;conservare un ricordo meraviglioso di bologna quindi quando vedrò che la mia vita sarà o // in una fase discendente o;comunque;non avrò più dentro quella felicità che mi spinge a stare qui // deciderò che forse quello sarà il momento in cui;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
BOD2017;#1653384;doc#230;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=BOD2017&begin=521900&end=525326;521900;525326;BOD2017;;0,017476852;;https://search.corpuskiparla.it/corpus/conversations/BOD2017.html;https://search.corpuskiparla.it/corpus/conversations/BOD2017_jefferson.html;21-25;M;;stud;;;abruzzo;laurea in corso;2;intervista semistrutturata;possibile // e curo molto gli aspetti estetici della casa // e per quanto mi riesce per quanto è nei limiti // dato che vivi;comunque;fai convivenza con altre persone // con altre persone // ehm // questo // poi la terza domanda era? // bologna // bologna;;;;1;1;;;;;;;;;;;;;;1;;;;;;;;;;;0;;
BOD2017;#1655536;doc#230;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=BOD2017&begin=1228173&end=1235406;1228173;1235406;BOD2017;;0,017476852;;https://search.corpuskiparla.it/corpus/conversations/BOD2017.html;https://search.corpuskiparla.it/corpus/conversations/BOD2017_jefferson.html;21-25;M;;stud;;;abruzzo;laurea in corso;2;intervista semistrutturata;cacciavo dalle tasche che ne so // un rimmel un rossetto che avevo rubato uno per mamma e una per sabrina // ma è qualcosa;comunque;è un amore normale in quegli anni così come è normale l'' odio che magari seguiva dieci minuti dopo per una cazzata // e odio;;;;1;1;;;;;;;;;;;;;;1;;;;;;;;;;;0;;
BOD2017;#1655655;doc#230;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=BOD2017&begin=1269009&end=1271268;1269009;1271268;BOD2017;;0,017476852;;https://search.corpuskiparla.it/corpus/conversations/BOD2017.html;https://search.corpuskiparla.it/corpus/conversations/BOD2017_jefferson.html;21-25;M;;stud;;;abruzzo;laurea in corso;2;intervista semistrutturata;un po'' che non hai equilibri quindi non puoi sentire troppo questa mancanza ti piace magari anche // il fatto di non avere;comunque;un altro // un'' altra appendice materna che ti è vicina ma comunque sentirsi un po'' più liberi // mh mh // arrivato all'';;;;1;1;;;;;;;;;;;;;;;;;1;;;;;;1;;0;;
BOD2017;#1655668;doc#230;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=BOD2017&begin=1271610&end=1275712;1271610;1275712;BOD2017;;0,017476852;;https://search.corpuskiparla.it/corpus/conversations/BOD2017.html;https://search.corpuskiparla.it/corpus/conversations/BOD2017_jefferson.html;21-25;M;;stud;;;abruzzo;laurea in corso;2;intervista semistrutturata;mancanza ti piace magari anche // il fatto di non avere comunque un altro // un'' altra appendice materna che ti è vicina ma;comunque;sentirsi un po'' più liberi // mh mh // arrivato all'' università eh // è di nuovo cambiato il nostro rapporto perché all'';1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
BOD2017;#1655704;doc#230;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=BOD2017&begin=1285168&end=1289998;1285168;1289998;BOD2017;;0,017476852;;https://search.corpuskiparla.it/corpus/conversations/BOD2017.html;https://search.corpuskiparla.it/corpus/conversations/BOD2017_jefferson.html;21-25;M;;stud;;;abruzzo;laurea in corso;2;intervista semistrutturata;nuovo cambiato il nostro rapporto perché all'' università abbiamoehm // dovendo vivere in quegli anni che sono gli anni;comunque;appunto del distacco dalla casa // certo // dell'' abbandono dei luoghi più familiari e normali // eh il nostro rapporto è;;;;1;1;1;;;;;;;;;;;;1;;;;;;;;;;;;0;;
BOD2017;#1655950;doc#230;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=BOD2017&begin=1383127&end=1389193;1383127;1389193;BOD2017;;0,017476852;;https://search.corpuskiparla.it/corpus/conversations/BOD2017.html;https://search.corpuskiparla.it/corpus/conversations/BOD2017_jefferson.html;21-25;M;;stud;;;abruzzo;laurea in corso;2;intervista semistrutturata;così vicino a te // quindi magari certe volte mi // mi piacerebbe essere più // più libero e allo stesso tempo vedo che;comunque;mia sorella anche sta cominciando a sentire un po'' l'' esigenza di // mh // eh di essere un po'' più // lontana e autonoma da;;;;1;1;;;;;;;;;;;1;;;;;;;;;;;;;;0;;
TOA3001;#1660429;doc#231;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=TOA3001&begin=1297064&end=1299299;1297064;1299299;TOA3001;;0,022060185;;https://search.corpuskiparla.it/corpus/conversations/TOA3001.html;https://search.corpuskiparla.it/corpus/conversations/TOA3001_jefferson.html;21-25;F;;stud;;;piemonte;laurea in corso;3;conversazione libera;// eh xxx va da erika // e dice scusa ma // no ad alta vo~ o no? // no no secondo me è andato // no perché forse matteo no ma xxx //;comunque;si si stavano sì perché // sottovoce // c'' era una tensione tra di loro una cosa // esatto tipo alla terza persona che;;;;1;1;;1;;;;1;;;;;1;;;;;;;;;;;;;;0;;
