Reference;;;;annotation.audio_file;;;;;;;;;;;;;;;;;;;Left;KWIC;Right;Non SD;Test 1;Test 2;Test 3;SD;CUMULO;Presa di turno;Richiesta di accordo/conferma;Manifestazione di accordo;Conferma dell'attenzione;Interruzione;Cessione del turno;Marcatura della conoscenza condivisa;Richiesta di attenzione;Strategie di cortesia;Gestione del topic: introduzione o ripresa di topic;Chiusura di un topic;Prolettico, marca di formulazione: ecco;Riformulazione;Marcatura di citazione/discorso riportato;Esemplificazione;Filler, riempimento dei tempi di formulazione;General extenders e marche di generalizzazione;Marcatura dell'inferenza;Modulazione del grado di confidenza del parlante;Approssimazione;Specificazione;Attenuazione;Intensificazione;;dubbi;commenti
KPS015;#145703;doc#19;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPS015&begin=876009&end=878799;876009;878799;PKP083;KPS015;0,027789352;;https://search.corpuskiparla.it/corpus/conversations/KPS015.html;https://search.corpuskiparla.it/corpus/conversations/KPS015_jefferson.html;21-25;F;;stud;;;sardegna;laurea in corso;3;pasto;che ci sta di male // cioè non so nemmeno se l''hanno // che interessa // sì infa~ non so nemmeno se l''hanno letta la mail;quindi;// ah ah // eh // lo ve~ // vabbè vediamo // nel caso // cerco un numero e se non mi rispondono vado cioè a questo punto basta //;;;;;1;;;;;;;;;;;;1;;;;;;;;;;;;;0;;
KPS015;#146689;doc#19;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPS015&begin=1130684&end=1132702;1130684;1132702;PKP081;KPS015;0,027789352;;https://search.corpuskiparla.it/corpus/conversations/KPS015.html;https://search.corpuskiparla.it/corpus/conversations/KPS015_jefferson.html;81-85;M;;pens;;;campania;dip_tec_prof;3;pasto;quei // quella mezz''oretta // aspitò // m~ buona per andare all''università quindi // ah // aspitò // // cioè è un po'' //;quindi;fa la ginnastica là vicino // // è buono // no piglia u'' pullman è quello // infatti di solito prende il pullman // ah //;;;;;1;;1;;;;;;;;;;;;;;;;;1;;;;;;1;;
KPS015;#147429;doc#19;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPS015&begin=1319589&end=1320344;1319589;1320344;PKP083;KPS015;0,027789352;;https://search.corpuskiparla.it/corpus/conversations/KPS015.html;https://search.corpuskiparla.it/corpus/conversations/KPS015_jefferson.html;21-25;F;;stud;;;sardegna;laurea in corso;3;pasto;io stavo malissimo // e infatti quando siamo tornati abbiamo abbiamo visto che avevo la febbre // eh // capito? // e;quindi;da lì // e tutto è // peggiorato perchè la notte io mi facevo // avevo tipo le allucinazioni la notte cioè io sognavo //;;;;;1;1;;;;;;;;;;;;;;;;;;1;;;;;;0;;e quindi
KPS015;#147811;doc#19;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPS015&begin=1419265&end=1422064;1419265;1422064;PKP083;KPS015;0,027789352;;https://search.corpuskiparla.it/corpus/conversations/KPS015.html;https://search.corpuskiparla.it/corpus/conversations/KPS015_jefferson.html;21-25;F;;stud;;;sardegna;laurea in corso;3;pasto;// c~ cioè sem~ era sembrava tipo non lo so un // morbillo // sì ma // ma peggio perchè erano mo~ cioè mi prudevano tanto // e;quindi;quando mi grattavo diventava la mano tutta gonfia // ah eh // ma era era la medicina oppure // perchè i~ // ah la medici~ //;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
KPS015;#148256;doc#19;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPS015&begin=1540399&end=1541453;1540399;1541453;PKP083;KPS015;0,027789352;;https://search.corpuskiparla.it/corpus/conversations/KPS015.html;https://search.corpuskiparla.it/corpus/conversations/KPS015_jefferson.html;21-25;F;;stud;;;sardegna;laurea in corso;3;pasto;in forma // più leggera forse mamma x // sì ma lei non se n''è manco accorta // eh accor~ // però è papi che stava male // mh //;quindi;mh // ovviamente l''ha l''ha preso l''ha presa male // mh // ma io c''è stato u~ // um~ i primi tempi proprio i primi giorni // che;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
KPS015;#151652;doc#19;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPS015&begin=2385212&end=2387713;2385212;2387713;PKP083;KPS015;0,027789352;;https://search.corpuskiparla.it/corpus/conversations/KPS015.html;https://search.corpuskiparla.it/corpus/conversations/KPS015_jefferson.html;21-25;F;;stud;;;sardegna;laurea in corso;3;pasto;perchè lo conosceva gli piace no? // ah ah // e quindi cioè ho l''ho vista proprio contenta del fatto che sì // che le piace //;quindi;son rima~ cioè son rimasta contenta anche io perchè // ah ah // mi piace // e pure tu devi essere contenta // sì sì sì no ma io;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
BOC1004;#152616;doc#20;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=BOC1004&begin=322203&end=333237;322203;333237;BO091;BOC1004;0,013923611;;https://search.corpuskiparla.it/corpus/conversations/BOC1004.html;https://search.corpuskiparla.it/corpus/conversations/BOC1004_jefferson.html;21-25;M;;stud;;;emilia-romagna;laurea in corso;2;esame;inquadrano? // beh // l'' audi~ via // eh l'' abstra~ vabbè intanto eh sono tutte finalizzate cioè hanno dei fini diversi e;quindi;hanno delle esigenze div~ eh delle mo~ insomma un modo di descrivere // unehmh una fonte o comunque un un testo // diverso;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
BOC1004;#153502;doc#20;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=BOC1004&begin=634772&end=643219;634772;643219;BO091;BOC1004;0,013923611;;https://search.corpuskiparla.it/corpus/conversations/BOC1004.html;https://search.corpuskiparla.it/corpus/conversations/BOC1004_jefferson.html;21-25;M;;stud;;;emilia-romagna;laurea in corso;2;esame;nel non stroncare magari con una critica // eh molto pesante o essere invece // molto più // eh accondiscendente e;quindi;magari invece elogiare troppo o appunto perdersi xx in elogi dello stesso scritto // e eh l'' altra domanda che le avevo;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
BOA1001;#157597;doc#21;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=BOA1001&begin=885386&end=887155;885386;887155;BO026;BOA1001;0,025925926;;https://search.corpuskiparla.it/corpus/conversations/BOA1001.html;https://search.corpuskiparla.it/corpus/conversations/BOA1001_jefferson.html;56-60;F;;intell;;;basilicata;phd;2;ricevimento studenti;assemblare per aree tematiche // per esempio // i dati informativi la frequenza le lingue cioè // lo dico in generale no;quindi;// se qui // se dal quesito dalla dieci dalla domanda dieci alla quattor~ alla quattordici ci spostiamo sulle;;;;;1;;;;;;;;;;;1;;;;;;;;;;;;;;0;;
BOA1001;#157998;doc#21;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=BOA1001&begin=1025200&end=1026133;1025200;1026133;BO026;BOA1001;0,025925926;;https://search.corpuskiparla.it/corpus/conversations/BOA1001.html;https://search.corpuskiparla.it/corpus/conversations/BOA1001_jefferson.html;56-60;F;;intell;;;basilicata;phd;2;ricevimento studenti;contesto in cui la studia l'' altra no l'' altra è solo // oggetto dell'' ora di lezione no? // sì // xxx straniera sì // ehmh // e;quindi;la // lamh l~ una ricerca su // la relazione // su sulla distanza tra // la elle due l'' italiano elle due // e // eh // la lingua;;;;;1;1;;;;;;;;;;;;;;;;;;1;;;;;;0;;e quindi
BOA1001;#158900;doc#21;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=BOA1001&begin=1354621&end=1355697;1354621;1355697;BO026;BOA1001;0,025925926;;https://search.corpuskiparla.it/corpus/conversations/BOA1001.html;https://search.corpuskiparla.it/corpus/conversations/BOA1001_jefferson.html;56-60;F;;intell;;;basilicata;phd;2;ricevimento studenti;ci sono risor~ // non solo non solo per assenza di risorse perché a volte // la figura competente è questa qui // sì // sì // e;quindi;// ehmh // questi dati comunque però mh poi // mh // cioè sono mh // ehmh // non mi servono pereh un'' analisi specifica cioè;;;;;1;1;1;;;;;;;;;;;;;;;;;;;;;;;0;;e quindi
PTA018;#163314;doc#22;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTA018&begin=763500&end=764180;763500;764180;TOI031;PTA018;0,039895833;;https://search.corpuskiparla.it/corpus/conversations/PTA018.html;https://search.corpuskiparla.it/corpus/conversations/PTA018_jefferson.html;26-30;M;;artig;;;piemonte;dip_lic;2;intervista semistrutturata;un lavoro molto più divertente molto più dinamico // e // e molto più // che ne so // okay // gratificante no // ti piace // e;quindi;// quindi niente a quella famosa proposta // che prima avevo // saltato cioè avevo saltato questo pezzo di storia ho;;;;;1;1;1;;;;;;;;;1;;;;;;;;;;;;;;1;;e quindi
PTA018;#163420;doc#22;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTA018&begin=802890&end=803550;802890;803550;TOR006;PTA018;0,039895833;;https://search.corpuskiparla.it/corpus/conversations/PTA018.html;https://search.corpuskiparla.it/corpus/conversations/PTA018_jefferson.html;21-25;F;;stud;;;piemonte;laurea in corso;2;intervista semistrutturata;andate a casa delle persone // cioè tutte le cose strane che vi succedono // eh cose strane // // eh io lo so // eh tu lo sai // e;quindi;// parliamone // mah la giornata tipo // in realtà non è troppo strana // okay com''è la tua giornata tipo? // la giornata;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;0;;e quindi
PTA018;#165023;doc#22;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTA018&begin=1379552&end=1381630;1379552;1381630;TOI031;PTA018;0,039895833;;https://search.corpuskiparla.it/corpus/conversations/PTA018.html;https://search.corpuskiparla.it/corpus/conversations/PTA018_jefferson.html;26-30;M;;artig;;;piemonte;dip_lic;2;intervista semistrutturata;aerea // ah okay // che si utilizza // cioè almeno noi la utilizziamo per fare delle potature // d''alta quota // okay // e;quindi;era su questo cestello a venti metri // a un certo punto si è bloccato // // una giornata molto calda quaranta gradi // e;;;;;1;1;1;;;;;;;;;;;;;;;;;;;;;;;0;;e quindi
PTA018;#166517;doc#22;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTA018&begin=1843166&end=1844931;1843166;1844931;TOR006;PTA018;0,039895833;;https://search.corpuskiparla.it/corpus/conversations/PTA018.html;https://search.corpuskiparla.it/corpus/conversations/PTA018_jefferson.html;21-25;F;;stud;;;piemonte;laurea in corso;2;intervista semistrutturata;a lui piace avere il dise~ // il muscolo disegnato // quindi lui fa anche palestra a casa // però si vergogna di dirlo //;quindi;noi non lo diremo a nessuno // a nessuno // però c''è una storia da raccontare anche qui // raccontiamola // che un gran bel;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
PTA018;#168984;doc#22;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTA018&begin=2733897&end=2734723;2733897;2734723;TOI031;PTA018;0,039895833;;https://search.corpuskiparla.it/corpus/conversations/PTA018.html;https://search.corpuskiparla.it/corpus/conversations/PTA018_jefferson.html;26-30;M;;artig;;;piemonte;dip_lic;2;intervista semistrutturata;no // e in questi casi qui // in questo caso qui era era moltiplicata per in modo esponenziale // ho capito // e;quindi;niente // e sta donna poi? // il // sta donna stava partorendo davvero in casa // però // eh le contrazioni // erano ancora;;;;;1;1;;;;;;;;;;;1;;;;;;;;;;;;;0;;e quindi
PBA003;#171465;doc#23;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBA003&begin=259451&end=262814;259451;262814;BOI056;PBA003;0,036990741;;https://search.corpuskiparla.it/corpus/conversations/PBA003.html;https://search.corpuskiparla.it/corpus/conversations/PBA003_jefferson.html;26-30;F;;intell;;;lazio;laurea;2;intervista semistrutturata;po'' fuori oltre porta san felice // verso via saffi // e quindi sì diciamo che // anche l''università comunque è al centro;quindi;// sì // il centro lo conosco abbastanza bene // e tipo la ricerca della casa come come è andata? // allora // il primo anno;;;;;1;;;;;;;;;;;;1;;;;;;;;;;;;;0;;
PBA003;#172772;doc#23;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBA003&begin=922701&end=930243;922701;930243;BOI056;PBA003;0,036990741;;https://search.corpuskiparla.it/corpus/conversations/PBA003.html;https://search.corpuskiparla.it/corpus/conversations/PBA003_jefferson.html;26-30;F;;intell;;;lazio;laurea;2;intervista semistrutturata;// duravano nel primo semestre fino alle quattro del pomeriggio e poi nel secondo semestre fino alle sei del pomeriggio;quindi;poi tra il viaggio di ritorno // preparare la cena e fare tutte le altre faccende a casa insomma diciamo che è stato;;;;;1;;;;;;;;;;;;;;;;;;;1;;;;;;0;;
PBA003;#175366;doc#23;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBA003&begin=2047102&end=2053545;2047102;2053545;BOR015;PBA003;0,036990741;;https://search.corpuskiparla.it/corpus/conversations/PBA003.html;https://search.corpuskiparla.it/corpus/conversations/PBA003_jefferson.html;21-25;F;;stud;;;umbria;laurea;2;intervista semistrutturata;// perchè m~ comunque cioè // te adesso praticamente con il dottorato stai facendo ricerca cose così no // sì //;quindi;magari mh consiglia di far qualcosa perchè è difficile mh staccare // no ma poi avevo visto anche un ted talk a proposito;;;;;1;;;;;;;;;;;;;;;;;;;1;;;;;;0;;
TOC1003;#180354;doc#24;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=TOC1003&begin=825775&end=827132;825775;827132;TO008;TOC1003;0,012349537;;https://search.corpuskiparla.it/corpus/conversations/TOC1003.html;https://search.corpuskiparla.it/corpus/conversations/TOC1003_jefferson.html;31-35;M;;stud;;;piemonte;laurea in corso;2;esame;che le subordinate vengono pagate rim~ pagate? eh solo dopo aver soddisfatto altri creditori della società // mh //;quindi;vengono messe in coda // mh // però possono essere anche subordinate // agli utili della società no scherzavo questa;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
BOD2007;#189386;doc#26;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=BOD2007&begin=137049&end=145536;137049;145536;BO052;BOD2007;0,019583333;;https://search.corpuskiparla.it/corpus/conversations/BOD2007.html;https://search.corpuskiparla.it/corpus/conversations/BOD2007_jefferson.html;21-25;M;;stud;;;emilia-romagna;laurea in corso;2;intervista semistrutturata;com''è come la descriveresti? // // eh la mia camera purtroppo è rosa perché // // ci sta // non l'' abbiamo ancora dipinta;quindi;è rimasto questo tocco femminile però in verità non mi dispiace perché c'' è anche molto altro verde // okay // sono due eh;;;;;1;;;;;;;;;;;;;;;;;;;1;;;;;;0;;
BOD2007;#191880;doc#26;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=BOD2007&begin=881201&end=888027;881201;888027;BO052;BOD2007;0,019583333;;https://search.corpuskiparla.it/corpus/conversations/BOD2007.html;https://search.corpuskiparla.it/corpus/conversations/BOD2007_jefferson.html;21-25;M;;stud;;;emilia-romagna;laurea in corso;2;intervista semistrutturata;// però cioè @nomeluogo alla fine t'' ho detto è un quartiere è un quartiere molto grande poi si è~ si è espanso ancora di più;quindi;// eh sì insomma ci vuole un po'' per girarlo anche anche in bici // però sì mia nonna abita mia nonna materna abita molto;;;;;1;;;;;;;;;;;;;;;;;1;;;;;;;;0;;
BOD2007;#192721;doc#26;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=BOD2007&begin=1110285&end=1117353;1110285;1117353;BO052;BOD2007;0,019583333;;https://search.corpuskiparla.it/corpus/conversations/BOD2007.html;https://search.corpuskiparla.it/corpus/conversations/BOD2007_jefferson.html;21-25;M;;stud;;;emilia-romagna;laurea in corso;2;intervista semistrutturata;lì c'' era un attimo da fare i turni per le doccie cose così // sì // però alla fine noi siamo un gruppo abbastanza affiatato;quindi;insomma mentre c'' è chi si lava gli altri cucinano apparecchiano // okay // e insomma xxxx si dà il cambio eh // ci son stati;;;;;1;;;;;;;;;;;;;;;;;;;1;;;;;;0;;
BOD2007;#194285;doc#26;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=BOD2007&begin=1619318&end=1622246;1619318;1622246;BO049;BOD2007;0,019583333;;https://search.corpuskiparla.it/corpus/conversations/BOD2007.html;https://search.corpuskiparla.it/corpus/conversations/BOD2007_jefferson.html;21-25;F;;stud;;;emilia-romagna;laurea in corso;2;intervista semistrutturata;tra un po'' arriva a inglobare anche gli altri paesini tipo @nomeluogo cioè pian piano // in un quartiere unico? // mh //;quindi;è un quartiere grande in espansione // sì sì molto in espansione // e ci sono anche dei locali che frequenìnti o con cui //;;;;;1;;;;;;;;;;;;;;;;;;;1;;;;;;0;;
BOD2016;#233023;doc#32;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=BOD2016&begin=211524&end=219323;211524;219323;BO119;BOD2016;0,006851852;;https://search.corpuskiparla.it/corpus/conversations/BOD2016.html;https://search.corpuskiparla.it/corpus/conversations/BOD2016_jefferson.html;21-25;F;;stud;;;umbria;laurea in corso;2;intervista semistrutturata;// okay quindi // la casa che hai lì magari non lo so anche visto magari riguarda anche la tua infanzia e adolescenza;quindi;// sì // come la vedi? cioè come~ cosa ti viene in mente magari se pensi a quella casa? // beh la mia ca~ // casa è casa // cioè;;;;;1;;;;;;;;;;;;;;;;;;;1;;;;;;0;;
PBB001;#267961;doc#36;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBB001&begin=1766331&end=1767641;1766331;1767641;BOI002;PBB001;0,036527778;;https://search.corpuskiparla.it/corpus/conversations/PBB001.html;https://search.corpuskiparla.it/corpus/conversations/PBB001_jefferson.html;51-55;F;;comm;;;estero;dip_lic;2;intervista semistrutturata;serve poi il mezzo per // x abbigliamento e // cose di mh // cioè non si va in centro per fare spese // mhmh // grosse // grosse;quindi;il // problema del parcheggio // del fatto che non ci passi con la macchina // secondo me non // non ti crea differenza anzi;;;;;1;;;;;;;;;;;;;;;;;;;1;;;;;;0;;
TOA3012;#273630;doc#37;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=TOA3012&begin=569350&end=571861;569350;571861;TO090;TOA3012;0,751388889;;https://search.corpuskiparla.it/corpus/conversations/TOA3012.html;https://search.corpuskiparla.it/corpus/conversations/TOA3012_jefferson.html;21-25;F;;stud;;;piemonte;laurea in corso;4;conversazione libera;bippa // per forza // però le parolacce no // anche anche perché noi c'' abbiamo degli aggressori alle spalle // esatto;quindi;adesso diciamo tutte cose che si bippano // cioè una sera c'' hanno aggredito // via rossini // raccontiamo questa storia;;;;;1;;;;;;;;;;;1;;;;;;;;;;;;;;0;;
TOA3012;#273971;doc#37;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=TOA3012&begin=652500&end=658502;652500;658502;TO091;TOA3012;0,751388889;;https://search.corpuskiparla.it/corpus/conversations/TOA3012.html;https://search.corpuskiparla.it/corpus/conversations/TOA3012_jefferson.html;21-25;F;;stud;;;umbria;laurea in corso;4;conversazione libera;il cazzo e così // madonna // sì esatto sti cazzi // io xxx // poi nulla usciamo fuori // cioè sti ragazzi erano siciliani;quindi;parlavano in dialetto questi pensavano li stessero prendendo per il culo quindi tutto è iniziato con // che gli ha;;;;;1;;;;;;;;;;;;;;;;;;;1;;;;;;0;;
PBB004;#276246;doc#38;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBB004&begin=98730&end=102550;98730;102550;BOR005;PBB004;0,024930556;;https://search.corpuskiparla.it/corpus/conversations/PBB004.html;https://search.corpuskiparla.it/corpus/conversations/PBB004_jefferson.html;21-25;M;;stud;;;marche;laurea in corso;3;intervista semistrutturata;chi va a lavorare è un grosso problema // meno male che bisogna esser naturali oh // e // quan~ e nel // visto che comunque //;quindi;devi spostarti spesso per cercare tipo negozi // sì per andare a far la spesa sì // ma li trovate qua nelle vicinanze o;;;;;1;;;;;;;;;;;1;;;;;;;;;;;;;;0;;
PBB004;#278546;doc#38;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBB004&begin=803585&end=804055;803585;804055;BOR005;PBB004;0,024930556;;https://search.corpuskiparla.it/corpus/conversations/PBB004.html;https://search.corpuskiparla.it/corpus/conversations/PBB004_jefferson.html;21-25;M;;stud;;;marche;laurea in corso;3;intervista semistrutturata;per quello // // // perchè sei ciuccio // // oh // #eh beh che bo'' // tu hai visto // #che bo'' // #che bo'' // sto sto ridendo //;quindi;// quindi cioè soprattutto tu a san luca ci sei andato parecchie volte // eh avoglia // sì // ma c''andavi di più con la;;;;;1;;;;;;;;;;;;;;;;;;;1;;;;;;0;;
PBB004;#279078;doc#38;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBB004&begin=953824&end=955640;953824;955640;BOR005;PBB004;0,024930556;;https://search.corpuskiparla.it/corpus/conversations/PBB004.html;https://search.corpuskiparla.it/corpus/conversations/PBB004_jefferson.html;21-25;M;;stud;;;marche;laurea in corso;3;intervista semistrutturata;sì c''è stato però uhm bene o male son sempre // cioè la gente ci ha sempre tenuto abbastanza dietro insomma cioè // ah //;quindi;non troppo degrado // no no no // anche secondo te // il portico di san luca quantomeno no cioè sicuramente // è molto;;;;;1;;;;;;;;;;;;;;;;;;;1;;;;;;0;;
PBB004;#280126;doc#38;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBB004&begin=1290460&end=1294293;1290460;1294293;BOR005;PBB004;0,024930556;;https://search.corpuskiparla.it/corpus/conversations/PBB004.html;https://search.corpuskiparla.it/corpus/conversations/PBB004_jefferson.html;21-25;M;;stud;;;marche;laurea in corso;3;intervista semistrutturata;lavoro dopo // ci vuol del ricambio // dopo i cinquantanni non è più possibile farlo // mh // non ci sei con la testa // mh //;quindi;rispetto al passato provi tanta fatica in più nel fare il tuo lavoro // sì // si invecchia sì si invecchia // sì perchè è;;;;;1;;;;;;;;;;;;;;;;;;;1;;;;;;0;;il solo fatto che quindi si trovi all'inizio di turno non l'ho calcolato come presa di turno perché in linea di massima era una continuazione del discorso precedente ed era una marcatura di inferenza o continuazione di topic
PBB004;#280358;doc#38;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBB004&begin=1366973&end=1369249;1366973;1369249;BOR005;PBB004;0,024930556;;https://search.corpuskiparla.it/corpus/conversations/PBB004.html;https://search.corpuskiparla.it/corpus/conversations/PBB004_jefferson.html;21-25;M;;stud;;;marche;laurea in corso;3;intervista semistrutturata;eh // no ci sono i privati che fanno le scelte // beh ma i privati non sono lì per quello // eh // // ma poi in base // essendoci;quindi;molte patologie in più // mh // cioè come dire c''è anche del personale specializzato? // no siamo noi // che ci formano //;;;;;1;;;;;;;;;;;;;;;;;;;1;;;;;;0;;
KPS021;#283650;doc#39;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPS021&begin=264045&end=268684;264045;268684;PKP126;KPS021;0,037731481;;https://search.corpuskiparla.it/corpus/conversations/KPS021.html;https://search.corpuskiparla.it/corpus/conversations/KPS021_jefferson.html;26-30;M;;disocc;;;campania;laurea;3;pasto;sai perché // xx // perché rosanna da quando è venuta // non ha fatto altro che chiamarle melanzane melanzane melanzane;quindi;secondo me si è creato il // sto scambiando zucchine e melanzane sì // può essere che lei l''ha detto ma // raga'' // che;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;frase interrotta
KPS021;#286465;doc#39;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPS021&begin=1130252&end=1133313;1130252;1133313;PKP126;KPS021;0,037731481;;https://search.corpuskiparla.it/corpus/conversations/KPS021.html;https://search.corpuskiparla.it/corpus/conversations/KPS021_jefferson.html;26-30;M;;disocc;;;campania;laurea;3;pasto;un formaggiu // formaggio di soia // formagg~ // eh // cioè è sempre fermentato // sì ma perché loro producono tanta soia;quindi;qualcosa de~ // non sanno più come usarla // eh // devi capire come usarla eh // no al tofu con tutto il bene ma // non è;;;;;1;;;;;;;;;;;;;;;;;;;1;;;;;;0;;frase interrotta
KPS021;#287840;doc#39;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPS021&begin=1592090&end=1598514;1592090;1598514;PKP126;KPS021;0,037731481;;https://search.corpuskiparla.it/corpus/conversations/KPS021.html;https://search.corpuskiparla.it/corpus/conversations/KPS021_jefferson.html;26-30;M;;disocc;;;campania;laurea;3;pasto;due in una bustina // quindi avete fatto uno e uno // io ho detto voglio questo però voglio anche quello al caramello //;quindi;ho mangiato uno di quelli e ho dato l''altro a lui e ho mangiato quello al caramello la stessa quantità che ha mangiato lui;;;;;1;;;;;;;;;;;;;;;;;;;1;;;;;;0;;
KPS021;#288213;doc#39;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPS021&begin=1687668&end=1688036;1687668;1688036;PKP126;KPS021;0,037731481;;https://search.corpuskiparla.it/corpus/conversations/KPS021.html;https://search.corpuskiparla.it/corpus/conversations/KPS021_jefferson.html;26-30;M;;disocc;;;campania;laurea;3;pasto;// non è un pranzo grasso // no // pranzo che è terminato col gelato // ah // non solo per me // questo già // ma anche per lui //;quindi;// vabbè comunque però in generale state un pochino dando alla pazza gioia eh // ma io // ma io non sto dicendo matteo stai;;;;;1;;;;;;;;;;;;;;;;;1;;;;;;;;0;;
