Reference;;;;annotation.audio_file;;;;;;;;;;;;;;;;;;;Left;KWIC;Right;Non SD;Test 1;Test 2;Test 3;SD;;Presa di turno;Richiesta di accordo/conferma;Manifestazione di accordo;Conferma dell'attenzione;Interruzione;Cessione del turno;Marcatura della conoscenza condivisa;Richiesta di attenzione;Strategie di cortesia;Gestione del topic: introduzione o ripresa di topic;Chiusura di un topic;Prolettico, marca di formulazione: ecco;Riformulazione;Marcatura di citazione/discorso riportato;Esemplificazione;Filler, riempimento dei tempi di formulazione;General extenders e marche di generalizzazione;Marcatura dell'inferenza;Modulazione del grado di confidenza del parlante;Approssimazione;Specificazione;Attenuazione;Intensificazione;;
PBA008;#787223;doc#104;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBA008&begin=1895913&end=1896665;1895913.0;1896665.0;PBA008;BOI067;00:42:44;;https://search.corpuskiparla.it/corpus/conversations/PBA008.html;https://search.corpuskiparla.it/corpus/conversations/PBA008_jefferson.html;21-25;F;;disocc;;;emilia-romagna;dip_tec_prof;2;intervista semistrutturata;l''appartamento che era ancora in costruzione // ah cuccioli // e quindi hanno fatto il mutuo fino a sette otto anni fa //;praticamente;// mhmh // e estinto il mutuo adesso mh // adesso me ne vado io cioè nel senso // ci sta secondo me l''hanno studiata bene // sì;;;;;1;;;;;;;;;;;;;;;;;;;;;;;1;;;
PBA008;#787310;doc#104;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBA008&begin=1923443&end=1926820;1923443.0;1926820.0;PBA008;BOI067;00:42:44;;https://search.corpuskiparla.it/corpus/conversations/PBA008.html;https://search.corpuskiparla.it/corpus/conversations/PBA008_jefferson.html;21-25;F;;disocc;;;emilia-romagna;dip_tec_prof;2;intervista semistrutturata;un po'' in viaggio // mhmh // o comunque gli piace sempre girare fare delle cose // e si portavano dietro mio fratello fino a;praticamente;quest''anno // eh adesso no // quindi io magari avevo quei quei buchi lì // che erano quelli che mi servivano mentre magari;;;;;1;;;;;;;;;;;;;1;;;;;;;;;;;;;
PBB002;#789107;doc#105;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBB002&begin=25690&end=32485;25690.0;32485.0;PBB002;BOI003;00:35:54;;https://search.corpuskiparla.it/corpus/conversations/PBB002.html;https://search.corpuskiparla.it/corpus/conversations/PBB002_jefferson.html;56-60;F;;uff;;;emilia-romagna;dip_tec_prof;2;intervista semistrutturata;// mhmh // e prima abitavo comunque a tre chilometri da qua perchè abitavo nell''altro quartiere // reno e e niente quindi;praticamente;quasi sempre in questa z~ da queste parti ecco // sì // e ci sono ehm ci son differenze fra il quartiere dove abitavi prima e;;;;;1;;;;;;;;;;;;;;;;;;;;;1;;;;;
PBB002;#789223;doc#105;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBB002&begin=64685&end=69995;64685.0;69995.0;PBB002;BOI003;00:35:54;;https://search.corpuskiparla.it/corpus/conversations/PBB002.html;https://search.corpuskiparla.it/corpus/conversations/PBB002_jefferson.html;56-60;F;;uff;;;emilia-romagna;dip_tec_prof;2;intervista semistrutturata;a via di casaglia? insomma // è una zona che mi è sempre piaciuta anche quando ero una ragazza e quando non abitavo qua ecco;praticamente;// mhmh // si // e quindi pero non ci sono tante differenze ecco // okay // ci son tanti servizi trasporti sono // sono;;;;;1;;;;;;;1;;;;;;;;;;;;;;;;;;;1
PBB002;#789451;doc#105;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBB002&begin=146212&end=150298;146212.0;150298.0;PBB002;BOI003;00:35:54;;https://search.corpuskiparla.it/corpus/conversations/PBB002.html;https://search.corpuskiparla.it/corpus/conversations/PBB002_jefferson.html;56-60;F;;uff;;;emilia-romagna;dip_tec_prof;2;intervista semistrutturata;un po'' più // sì sì // m~ densamente popolata ma // mhmh // com''è nella com''è bologna insomma negli ultimi vent''anni ecco;praticamente;// sì sì // e ad esempio e // è cambiato dal punto di vista dei parcheggi cioè io so che // qua come un po'' in tutta bologna è;;;;;1;;;;;;;1;;;;;;;;;;;;;;;;;;;1
PBB002;#790518;doc#105;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBB002&begin=502173&end=504600;502173.0;504600.0;PBB002;BOI003;00:35:54;;https://search.corpuskiparla.it/corpus/conversations/PBB002.html;https://search.corpuskiparla.it/corpus/conversations/PBB002_jefferson.html;56-60;F;;uff;;;emilia-romagna;dip_tec_prof;2;intervista semistrutturata;quando lavoravo a s~ durante gli anni in cui ho lavorato a san pietro in casale // quando ho iniziato a lavorare //;praticamente;ehm // ci mettevo un a~ cioè sembrava distante ma in realtà ci mettevo un attimo perchè // mhmh // x stare // uscita da;;;;;1;;;;;;;;;;;;;;;;;1;;;;;;;;;
PBB002;#790548;doc#105;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBB002&begin=510400&end=514127;510400.0;514127.0;PBB002;BOI003;00:35:54;;https://search.corpuskiparla.it/corpus/conversations/PBB002.html;https://search.corpuskiparla.it/corpus/conversations/PBB002_jefferson.html;56-60;F;;uff;;;emilia-romagna;dip_tec_prof;2;intervista semistrutturata;cioè sembrava distante ma in realtà ci mettevo un attimo perchè // mhmh // x stare // uscita da bologna era tutta campagna;praticamente;// mhmh // nel corso degli anni anche lì ho visto // eh che si sono sono stati costruiti tanti // tante case tanti centri;;;;;1;;;;;;;;;;;;;1;;;;;;;;;;;;;
PBB002;#791449;doc#105;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBB002&begin=819685&end=824157;819685.0;824157.0;PBB002;BOI003;00:35:54;;https://search.corpuskiparla.it/corpus/conversations/PBB002.html;https://search.corpuskiparla.it/corpus/conversations/PBB002_jefferson.html;56-60;F;;uff;;;emilia-romagna;dip_tec_prof;2;intervista semistrutturata;coi sacchetti così per pulire tutto quanto // oppure mh // anche mh // c''è stato un periodo in cui in tutta via saragozza;praticamente;avevano chiuso tutti // i negozi sotto i portici quindi alla sera era molto buio // mhmh // era un po'' abbandonato invece;;;;;1;;;;;;;;;;;;;1;;;;;;;;;;;;;
PBB002;#791903;doc#105;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBB002&begin=987593&end=993940;987593.0;993940.0;PBB002;BOI003;00:35:54;;https://search.corpuskiparla.it/corpus/conversations/PBB002.html;https://search.corpuskiparla.it/corpus/conversations/PBB002_jefferson.html;56-60;F;;uff;;;emilia-romagna;dip_tec_prof;2;intervista semistrutturata;diciamo di bologna // allora tante volte dico oddio spero che non diventi come firenze che praticame~ o venezia che // eh;praticamente;non puoi mh usufruire di niente perché ci sono sempre un sacco di turisti così // ehm e allora la vorrei tutta per me;;;;;1;;;;;;;;;;;;;1;;;;;;;;;;;;;
PBB002;#792607;doc#105;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBB002&begin=1234967&end=1240900;1234967.0;1240900.0;PBC003;BOR001;00:35:54;;https://search.corpuskiparla.it/corpus/conversations/PBB002.html;https://search.corpuskiparla.it/corpus/conversations/PBB002_jefferson.html;21-25;F;;stud;;;emilia-romagna;laurea in corso;2;intervista semistrutturata;// p~ primi ricordi proprio in assoluto // sì // bello bel~ // // ehm e invece appunto tu // che hai vissuto // mh appunto;praticamente;tutta la tua vita qui anche l''adolescenza hai frequentato la città quali erano // ehm // le zone i luoghi che frequentavi;;;;;1;;;;;;;;;;;;;1;;;;;;;;;;;;;
PBB002;#792884;doc#105;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBB002&begin=1331275&end=1335931;1331275.0;1335931.0;PBB002;BOI003;00:35:54;;https://search.corpuskiparla.it/corpus/conversations/PBB002.html;https://search.corpuskiparla.it/corpus/conversations/PBB002_jefferson.html;56-60;F;;uff;;;emilia-romagna;dip_tec_prof;2;intervista semistrutturata;continui magari // ad andare coi tuoi amici che sia // mh ristorante un bar qual~ // sì eh ce n''è uno in particolare che //;praticamente;secondo me c''è sempre stato perché sin da quando ero bambina // eh si parlava eh il tavolaccio // sembra una cavolata è;;;;;1;;;;;;;;;;;;;;;;;;;;;;;1;;;
TOD2012;#795837;doc#106;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=TOD2012&begin=179507&end=181384;179507.0;181384.0;TOD2012;TO056;00:45:32;;https://search.corpuskiparla.it/corpus/conversations/TOD2012.html;https://search.corpuskiparla.it/corpus/conversations/TOD2012_jefferson.html;31-35;F;;stud;;;piemonte;laurea in corso;2;intervista semistrutturata;nella parte di sotto detersivi scopa straccio eccetera eccetera eccetera // ehmh // e la cosa che mi piaceva era c~ // che;praticamente;essendo sottotetto // in camera da letto il tetto appunto era spiovente // e c'' era la // il pozzo luce come lo chiamiamo;;;;;1;;;;;;;;;;;;;1;;;;;;;;;;;;;
TOD2012;#796057;doc#106;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=TOD2012&begin=247998&end=250920;247998.0;250920.0;TOD2012;TO056;00:45:32;;https://search.corpuskiparla.it/corpus/conversations/TOD2012.html;https://search.corpuskiparla.it/corpus/conversations/TOD2012_jefferson.html;31-35;F;;stud;;;piemonte;laurea in corso;2;intervista semistrutturata;abito in via sant'' anna dire abito cazzo in via foscolo // eh mi dava un senso di // intellettualismo pronunciato // eh;praticamente;non era una casa era un negozio // che naturalmente non aveva l'' abitabilità quindi piano strada // che però il;;;;;1;;;;;;;;;;;;;1;;;;;;;;;;;;;
TOD2012;#796100;doc#106;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=TOD2012&begin=262414&end=265567;262414.0;265567.0;TOD2012;TO056;00:45:32;;https://search.corpuskiparla.it/corpus/conversations/TOD2012.html;https://search.corpuskiparla.it/corpus/conversations/TOD2012_jefferson.html;31-35;F;;stud;;;piemonte;laurea in corso;2;intervista semistrutturata;strada // che però il proprietario di casa si era azzizzato // a casa // eh eh e quindi un avamo finestre neanche lì // cioè;praticamente;eh beh // entrava~ cioè allora la casa era m~ molto era arredata in maniera molto carina peccato che non fosse una casa // e;;;;;1;1.0;;;;;;;;;;;;;;;;1;;;;;;;;;
TOD2012;#796127;doc#106;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=TOD2012&begin=270690&end=272154;270690.0;272154.0;TOD2012;TO056;00:45:32;;https://search.corpuskiparla.it/corpus/conversations/TOD2012.html;https://search.corpuskiparla.it/corpus/conversations/TOD2012_jefferson.html;31-35;F;;stud;;;piemonte;laurea in corso;2;intervista semistrutturata;entrava~ cioè allora la casa era m~ molto era arredata in maniera molto carina peccato che non fosse una casa // e perché;praticamente;// in soggiorno // per avere un po'' di luce dovevamo alzare la saracinesca su strada // col rischio che qualche;;;;;1;;;;;;;;;;;;;1;;;;;;;;;;;;;
TOD2012;#796304;doc#106;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=TOD2012&begin=332715&end=338092;332715.0;338092.0;TOD2012;TO056;00:45:32;;https://search.corpuskiparla.it/corpus/conversations/TOD2012.html;https://search.corpuskiparla.it/corpus/conversations/TOD2012_jefferson.html;31-35;F;;stud;;;piemonte;laurea in corso;2;intervista semistrutturata;con le panche in legno bellissimo mi piaceva molto // e il divano rosso // che per quanto c'' è stato seduto il mio fidanzato;praticamente;un cuscino aveva preso la forma del popò // eh // // eh e poi d~da una porta si andava al piano // seminterrato // che era una;;;;;1;;;;;;;;;;;;;1;;;;;;;;;;;;;
TOD2012;#796476;doc#106;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=TOD2012&begin=389757&end=391122;389757.0;391122.0;TOD2012;TO056;00:45:32;;https://search.corpuskiparla.it/corpus/conversations/TOD2012.html;https://search.corpuskiparla.it/corpus/conversations/TOD2012_jefferson.html;31-35;F;;stud;;;piemonte;laurea in corso;2;intervista semistrutturata;locali di cui ho parlato finora // ehmh // poi che altro di~ ah sì // beh quella casa mi piaceva molto anche perché // eh;praticamente;ineh // dieci secondi a piedi stavo // in via nizza // vicino tantissimi negozi e quindi la mia voglia di shoppingeh // a;;;;;1;;;;;;;;;;;;;;;;;1;;;;;;;;;
TOD2012;#798536;doc#106;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=TOD2012&begin=1017675&end=1019986;1017675.0;1019986.0;TOD2012;TO056;00:45:32;;https://search.corpuskiparla.it/corpus/conversations/TOD2012.html;https://search.corpuskiparla.it/corpus/conversations/TOD2012_jefferson.html;31-35;F;;stud;;;piemonte;laurea in corso;2;intervista semistrutturata;tuo ragazzo mi dicevi che che che era più che altro unehmh una un un porto aperto // sì // unmh unmh // eh un campo profughi;praticamente;// ecco // un campo profughi ehmh // sì difficile io mh son sempre stata male con coinquilini anche se // insomma con tutti;;;;;1;1.0;;1;;;;;;;;;;1;;;;;;;;;1;;;1.0;1
TOD2012;#800266;doc#106;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=TOD2012&begin=1523218&end=1526257;1523218.0;1526257.0;TOD2012;TO056;00:45:32;;https://search.corpuskiparla.it/corpus/conversations/TOD2012.html;https://search.corpuskiparla.it/corpus/conversations/TOD2012_jefferson.html;31-35;F;;stud;;;piemonte;laurea in corso;2;intervista semistrutturata;vi~ hai vissuto in un bel po'' // sì // di amiche dieh s~ x // di amiche esatto ah sì di amiche // // chiaro // quindi lì allora //;praticamente;sono mia madre mi ha concepito in un quartiere // aspe'' a pale~ brava sì infatti a palermo facciamo così // fa~ facciam~ m~;;;;;1;;;;;;;;;;;;;1;;;;;;;;;;;;;
TOD2012;#800711;doc#106;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=TOD2012&begin=1646082&end=1647737;1646082.0;1647737.0;TOD2012;TO056;00:45:32;;https://search.corpuskiparla.it/corpus/conversations/TOD2012.html;https://search.corpuskiparla.it/corpus/conversations/TOD2012_jefferson.html;31-35;F;;stud;;;piemonte;laurea in corso;2;intervista semistrutturata;perché adoravo stare dai con mia nonna con mio nonno soprattutto con mio zio // ehmh // e poi lì mi piaceva molto perché //;praticamente;c'' erano questi tre condomini // cioè era un condominio unico però diviso in tre portoni // mh mh // eh sotto c'' era un;;;;;1;;;;;;;;;;;;;1;;;;;;;;;;;;;
TOD2012;#803000;doc#106;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=TOD2012&begin=2297961&end=2300116;2297961.0;2300116.0;TOD2012;TO056;00:45:32;;https://search.corpuskiparla.it/corpus/conversations/TOD2012.html;https://search.corpuskiparla.it/corpus/conversations/TOD2012_jefferson.html;31-35;F;;stud;;;piemonte;laurea in corso;2;intervista semistrutturata;tutte le stanze avevano la finestra coi doppi vetri infissi nuovi vabbè comunque // eheh // ehmh // un periodo però // eh;praticamente;una un'' amica // eh sempre di questo ragazzo che io non conoscevo ha chies~ // cioè aveva una sua all'' università // mh //;;;;;1;;;;;;;;;;;;;;;;;;1;;;;;;;;
BOA3004;#811421;doc#108;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=BOA3004&begin=489052&end=493989;489052.0;493989.0;BOA3007;BO021;01:15:39;;https://search.corpuskiparla.it/corpus/conversations/BOA3004.html;https://search.corpuskiparla.it/corpus/conversations/BOA3004_jefferson.html;21-25;F;;stud;;;campania;laurea in corso;4;conversazione libera;io ero andata a studiare // allora io dovevo andare ad una cena con ad una cena organizzata dagli amici dei coinqui // e;praticamente;solo che dato che quando sono andata a studiare ho incontrato maria stuarda // e ho incontrato anche poi tutti i vari;;;;;1;;;;;;;;;;;;;;;;;1;;;;;;;;;
BOA3004;#811855;doc#108;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=BOA3004&begin=619872&end=624487;619872.0;624487.0;BOA3007;BO021;01:15:39;;https://search.corpuskiparla.it/corpus/conversations/BOA3004.html;https://search.corpuskiparla.it/corpus/conversations/BOA3004_jefferson.html;21-25;F;;stud;;;campania;laurea in corso;4;conversazione libera;che fosse casa nostra // e ho appurato che alina ha fatto la stessa serie di ragionamenti appena è arrivata // no e;praticamente;a me la cosa che faceva ridere io sono arrivata là che stavano tutti quanti ubriachi // oh ti pare che a una festa da;;;;;1;;;;;;;;;;;;;1;;;;;;;;;;;;;
BOA3004;#816429;doc#108;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=BOA3004&begin=2016494&end=2019697;2016494.0;2019697.0;BOA3004;BO046;01:15:39;;https://search.corpuskiparla.it/corpus/conversations/BOA3004.html;https://search.corpuskiparla.it/corpus/conversations/BOA3004_jefferson.html;21-25;F;;stud;;;trentino-alto-adige;laurea in corso;4;conversazione libera;lì è interculturale // // uno scambio di culture // uno studio antropologico // no sì anche perché io questo weekend ho;praticamente;dormito tutto il tempo // quindi mi andrebbe di fare qualcosa un attimo di attivo // anche perché ho capito che più dormo;;;;;1;;;;;;;;;;;;;1;;;;;;;;;;;;;
BOA3004;#817619;doc#108;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=BOA3004&begin=2454293&end=2456256;2454293.0;2456256.0;BOA3007;BO021;01:15:39;;https://search.corpuskiparla.it/corpus/conversations/BOA3004.html;https://search.corpuskiparla.it/corpus/conversations/BOA3004_jefferson.html;21-25;F;;stud;;;campania;laurea in corso;4;conversazione libera;solo qui // e codice informante non lo devi scri~ non devi scrive un cazzo // solo nome e tutto il resto // comunque;praticamente;// perché allora hai presente che nei criteri redazionali il primo rigo del paragrafo deve essere rientrato di uno;;;;;1;;;;;;;;;;;;;;;;;1;;;;;;;;;
BOA3004;#817663;doc#108;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=BOA3004&begin=2468201&end=2472112;2468201.0;2472112.0;BOA3007;BO021;01:15:39;;https://search.corpuskiparla.it/corpus/conversations/BOA3004.html;https://search.corpuskiparla.it/corpus/conversations/BOA3004_jefferson.html;21-25;F;;stud;;;campania;laurea in corso;4;conversazione libera;essere rientrato di uno punto cinquanta? // ah sì? // sì // e lui però // che sbatta // questa cosa non l'' ha cioè l'' ha fatta;praticamente;ad ogni capoverso // eh no // solamente il primo rigo deve essere rientrato di uno punto cinquanta // tutto il resto deve;;;;;1;;;;;;;;;;;;;1;;;;;;;;;;;;;
PBC025;#836959;doc#110;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBC025&begin=1202497&end=1203281;1202497.0;1203281.0;PBC025;BOI112;00:52:18;;https://search.corpuskiparla.it/corpus/conversations/PBC025.html;https://search.corpuskiparla.it/corpus/conversations/PBC025_jefferson.html;61-65;F;;pens;;;emilia-romagna;laurea;3;intervista semistrutturata;volta // in piazza maggiore una volta // due volte sono andata // uno il primo gennaio duemila venti // madonna proprio //;praticamente;// // e dopo non ci sono più andata perché ho detto aspetta che mi fermo // mai più // e poi ci sono andata una volta molti anni;;;;;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
