Reference;Tok_ID;Doc_ID;Year;Topic;conv_transcription;conv_jefferson;Speaker_Age;età;Speaker_Gender;Place;Provenience;Relationship;Text_Type;Job;Education;N_Speakers;annotation.audio_file;Left;KWIC;Right;Non SD;presenta complementatore;sta per sapere, es. saper dire;;SD;Cumulo;Presa di turno;Richiesta di accordo/conferma;Manifestazione di accordo;Conferma dell'attenzione;Interruzione;Cessione del turno;Marcatura della conoscenza condivisa;Richiesta di attenzione;Strategie di cortesia;Gestione del topic: introduzione o ripresa di topic;Chiusura di un topic;Prolettico, marca di formulazione: ecco;Riformulazione;Marcatura di citazione/discorso riportato;Esemplificazione;Filler, riempimento dei tempi di formulazione;General extenders e marche di generalizzazione;Marcatura dell'inferenza;Modulazione del grado di confidenza del parlante;Approssimazione;Specificazione;Attenuazione;Intensificazione;Polifunzionalità;Dubbî;Commenti
PBA019;#2266860;doc#308;2023;fisso;https://search.corpuskiparla.it/corpus/conversations/PBA019.html;https://search.corpuskiparla.it/corpus/conversations/PBA019_jefferson.html;21-25;21-30;M;BO;lazio;asimmetrico;intervista semistrutturata;uff;dip_tec_prof;4;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBA019&begin=2679370&end=2682618;mia con cui io ho lavorato // sì // c''aveva già problemi // di suo è particolare // oh ha ammazzato una prostituta raga'' e;mi sa;manco era una prostituta // no era una prostituta // fatto sta era una ragazza che frequentava // oh non ha fatto così;;;;;1;;;;;;;;;;;;;;;;;;;;1;;;;;;;
PBA019;#2267164;doc#308;2023;fisso;https://search.corpuskiparla.it/corpus/conversations/PBA019.html;https://search.corpuskiparla.it/corpus/conversations/PBA019_jefferson.html;21-25;21-30;M;BO;lazio;asimmetrico;intervista semistrutturata;uff;dip_tec_prof;4;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBA019&begin=2762550&end=2767388;il fatto // mai? // la pi~ // ah okay // eh pure eh // la prima volta che l''ha picchiata è anche la scena in cui l''ha uccisa;mi sa;nel parcheggio // eh quando cioè l''ha picchiata poi da quello che ho capito non l''ha uccisa lì // l''ha uccisa dopo no? // ah;;;;;1;;;;;;;;;;;;;;;;;;;;1;;;;;;;
PBB003;#2301854;doc#315;2021;fisso;https://search.corpuskiparla.it/corpus/conversations/PBB003.html;https://search.corpuskiparla.it/corpus/conversations/PBB003_jefferson.html;21-25;21-30;F;BO;emilia-romagna;asimmetrico;intervista semistrutturata;stud;laurea in corso;3;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBB003&begin=1815500&end=1817320;eh giù per via // strada maggiore // eh strada maggiore // strada maggiore eh // strada maggiore // li hanno aperti oggi;mi sa;i mercatini // sì? // addirittura? // mh // uau // eh vabbè eh però sì non io non ho grandi ricordi sono sincera sono;;;;;1;;;;;;;;;;1;;;;;;;;;;;;;;;;;
KPN007;#2314953;doc#316;2020;libero;https://search.corpuskiparla.it/corpus/conversations/KPN007.html;https://search.corpuskiparla.it/corpus/conversations/KPN007_jefferson.html;21-25;21-30;F;BO;emilia-romagna;simmetrico;pasto;stud;laurea in corso;4;https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPN007&begin=3082756&end=3083140;in botti di quercia // // del rum // ma è la sua botte mh cioè la botte che consigliata o si può scegliere da botte a botte? //;mi sa;// no ogni botte dà la sua aro~ ogni botte ha il suo aroma // xxxx // ha il suo aroma? // mh // ma sì dico il rum per esempio;;;;;1;;;;;;;;;;;;;;;;;;;;;;;1;;;;
KPC009;#798044;doc#101;2022;libero;https://search.corpuskiparla.it/corpus/conversations/KPC009.html;https://search.corpuskiparla.it/corpus/conversations/KPC009_jefferson.html;21-25;21-30;F;PG;umbria;simmetrico;pasto;artig;dip_tec_prof;3;https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPC009&begin=1022464&end=1029111;u~ // l''è sentito ? // no // non lo so // quindi colla acca ? // eh in teoria si // si // okay // però comunque // però è fortino;me sa;perché la mia collega a parte che lei n''beve tanto però m''ha detto che l~ mh se faceva il turno de notte // lei // era andata a;;;;;1;;;;;;;;;;;;;;;;;;;;1;;;;;;;
KPN025;#810467;doc#102;2020;libero;https://search.corpuskiparla.it/corpus/conversations/KPN025.html;https://search.corpuskiparla.it/corpus/conversations/KPN025_jefferson.html;16-20;<20;F;FC;emilia-romagna;simmetrico;pasto;stud;med;4;https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPN025&begin=370110&end=371240;// ma io devo dormire con zero rumori // perchè se no mi da fastidio // sta notte ho russato? // me so'' addormentata prima io;me sa;// eh allora // // però io è vero ti sento // quando dormo qua // quando ti addormenti // dopo smetti // ah // eh vabbè // eh oh;;;;;1;;;;;;;;;;;;;;;;;;;;;;;1;;;;
KPN010;#1498900;doc#194;2020;libero;https://search.corpuskiparla.it/corpus/conversations/KPN010.html;https://search.corpuskiparla.it/corpus/conversations/KPN010_jefferson.html;21-25;21-30;F;BO;toscana;simmetrico;pasto;stud;laurea in corso;4;https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPN010&begin=1081327&end=1084240;più quel povero rospo // una scena simile quand''ero piccola // con il mio cugino // era caduto un uccellino da il nido;me sa;// il tempo di decidere cosa farne // tempo due secondi passa il suo gatto lo prende e se lo mangia // // brutto poverino //;;;;;1;;;;;;;;;;;;;;;;;;;;;1;;;;;;
KPC004;#1588803;doc#208;2023;libero;https://search.corpuskiparla.it/corpus/conversations/KPC004.html;https://search.corpuskiparla.it/corpus/conversations/KPC004_jefferson.html;26-30;21-30;M;RM;lazio;simmetrico;pasto;uff;laurea;2;https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPC004&begin=1125695&end=1128649;// come dentro un quadro di chagall // mado'' però xx // credo che è l''unica canzone di x factor che mi ricordo // eh //;me sa;ah me sa che era quella de anastasio quando stava ad x factor ve'' // e allora pure quella di anastasio mi ricordo // sì i~ //;;;;;1;;1;;;;;;;;1;;;;;;;;;;;;;;;;;
KPC007;#2188648;doc#296;2021;libero;https://search.corpuskiparla.it/corpus/conversations/KPC007.html;https://search.corpuskiparla.it/corpus/conversations/KPC007_jefferson.html;21-25;21-30;F;AN;marche;simmetrico;pasto;stud;laurea in corso;3;https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPC007&begin=1949142&end=1949730;teglie de paste // e a una certa fa // non so se ce l''ha instagram // adesso arriva la parte bella // ponches garcia // sì // eh;me sa;// xx // xx // no non è lei // no no no non è lei // aspetta forse su facebook // vabbè // fatto sta lauri // arriva questo e mi fa;;;;;1;;;;;1;;;;;;;;;;;;;;;;;;;;;;
KPC007;#2188794;doc#296;2021;libero;https://search.corpuskiparla.it/corpus/conversations/KPC007.html;https://search.corpuskiparla.it/corpus/conversations/KPC007_jefferson.html;21-25;21-30;F;AN;marche;simmetrico;pasto;stud;laurea in corso;3;https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPC007&begin=1985410&end=1988670;non l''ho vista ma~ no // dai non ce l''hai presente? // dai che fac~ stava sempre al nuar col vestito leopardato // sì faceva;me sa;no me sa xxxx // non ce l''ho in men~ // no faceva la barista // ah la barista è vero // eh tanto xxxx // la barista al? // al noir e;;;;;1;;;;;;;;;;;;;;;;;;;;1;;;;;;;
KPC007;#2188797;doc#296;2021;libero;https://search.corpuskiparla.it/corpus/conversations/KPC007.html;https://search.corpuskiparla.it/corpus/conversations/KPC007_jefferson.html;21-25;21-30;F;AN;marche;simmetrico;pasto;stud;laurea in corso;3;https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPC007&begin=1985410&end=1988670;vista ma~ no // dai non ce l''hai presente? // dai che fac~ stava sempre al nuar col vestito leopardato // sì faceva me sa no;me sa;xxxx // non ce l''ho in men~ // no faceva la barista // ah la barista è vero // eh tanto xxxx // la barista al? // al noir e al mama;;;;;1;;;;;;;;;;;;;;;;;;;;1;;;;;;;
KPC007;#2189637;doc#296;2021;libero;https://search.corpuskiparla.it/corpus/conversations/KPC007.html;https://search.corpuskiparla.it/corpus/conversations/KPC007_jefferson.html;21-25;21-30;F;AN;marche;simmetrico;pasto;stud;laurea in corso;3;https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPC007&begin=2185105&end=2190149;ancona per i tutori stavamo aspettando perchè la entrassimo // se dice xxx // e lei doveva cerca'' me voleva far vede'' tipo;me sa;un paio de scarpe vabbè de // ortopediche su internet // va su per clicca'' la barra de ricerca e viene fuori tutta la;;;;;1;1;;;;;;;;;;;;;;;;;;;1;;1;;;;;
KPC007;#2192551;doc#296;2021;libero;https://search.corpuskiparla.it/corpus/conversations/KPC007.html;https://search.corpuskiparla.it/corpus/conversations/KPC007_jefferson.html;16-20;<20;F;AN;marche;simmetrico;pasto;stud;laurea in corso;3;https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPC007&begin=2866511&end=2868400;// fammelo vede'' // che il nome non mi dice niente // non so neanche se lo seguo però lorenzo // io non lo seguo // no manco io;me sa;rosso // giovanni rossi // no non lo seguo non posso vede'' le storie xxx // giulia ha me~ te gianni hai messo una storia? //;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;non udibile
PTB009;#131;doc#0;2019;fisso;https://search.corpuskiparla.it/corpus/conversations/PTB009.html;https://search.corpuskiparla.it/corpus/conversations/PTB009_jefferson.html;26-30;;M;TO;piemonte;asimmetrico;intervista semistrutturata;intell;laurea;4;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTB009&begin=38625&end=41750;// san salvario non so fin dove arriva san salvario // come si chiama quello dopo? // non c''è nizza mille fon~? // no;mi sa;che le fonti è dopo in mezzo quello di piazza carducci? // non lo so // se abbia un nome vabbè va bene san salvario // va bene;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TOA3012;#11884;doc#1;2019;libero;https://search.corpuskiparla.it/corpus/conversations/TOA3012.html;https://search.corpuskiparla.it/corpus/conversations/TOA3012_jefferson.html;21-25;;F;TO;lombardia;simmetrico;conversazione libera;stud;laurea in corso;4;https://search.corpuskiparla.it/corpus/player/player.cgi?code=TOA3012&begin=797468&end=799407;nasconderci e abbiam detto andiamo su // ma come sono le stanze in residenza? // fighe ma lui c'' ha ''na stanza // perché;mi sa;tanto di collegio // sì sembra n'' ospedale psichiatrico come abbiam detto ieri con marta // eh esatto // sì però la stanza;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TOA3012;#12975;doc#1;2019;libero;https://search.corpuskiparla.it/corpus/conversations/TOA3012.html;https://search.corpuskiparla.it/corpus/conversations/TOA3012_jefferson.html;21-25;;F;TO;umbria;simmetrico;conversazione libera;stud;laurea in corso;4;https://search.corpuskiparla.it/corpus/player/player.cgi?code=TOA3012&begin=1029031&end=1030468;le taglie più grandi // costa l'' ira di dio // ma cosa // più grande di quello non c'' è // lo zaino // anche secondo me // quello;mi sa;che è la taglia più grande // gli altri sono tipo quelli // ce n'' è uno ancora più piccolo // ma secondo me quelli più grandi;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOD2013;#42967;doc#7;2017/18;fisso;https://search.corpuskiparla.it/corpus/conversations/BOD2013.html;https://search.corpuskiparla.it/corpus/conversations/BOD2013_jefferson.html;21-25;;M;BO;emilia-romagna;simmetrico;intervista semistrutturata;stud;laurea in corso;2;https://search.corpuskiparla.it/corpus/player/player.cgi?code=BOD2013&begin=818050&end=822046;adesso visto che devo parlare è questa qui // ed cos'' è che io boh non mi ricordo niente di quel disegno // c'' è no anzi;mi sa;che tipo il suo villaggio qualcosa del genere // sì lei ha lavorato // ha lavorato in delle riserve tipo naturali do c~;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TOD2016;#46322;doc#8;2019;fisso;https://search.corpuskiparla.it/corpus/conversations/TOD2016.html;https://search.corpuskiparla.it/corpus/conversations/TOD2016_jefferson.html;31-35;;M;TO;abruzzo;simmetrico;intervista semistrutturata;stud;laurea in corso;2;https://search.corpuskiparla.it/corpus/player/player.cgi?code=TOD2016&begin=837083&end=838963;sei andata e sei tornata di sera // sì // come è stato il viaggio? // diciamo // emozionante // perché hai preso il diciotto;mi sa;che c''arriva lì? // eh non mi ricordo era stato a maggio quindi // ah okay // e // beh comunque era un venerdì sera // mh //;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TOD2016;#46497;doc#8;2019;fisso;https://search.corpuskiparla.it/corpus/conversations/TOD2016.html;https://search.corpuskiparla.it/corpus/conversations/TOD2016_jefferson.html;21-25;;F;TO;lombardia;simmetrico;intervista semistrutturata;stud;laurea in corso;2;https://search.corpuskiparla.it/corpus/player/player.cgi?code=TOD2016&begin=885808&end=892577;è abbastanza sconosciuto // quindi non non c'' era da fare fila né niente però se vuoi diciamo stare un po'' avanti;mi sa;che ti conviene andare prima // andare prima // i modena // e invece de~ dentro come servizi come ? // anche acustica;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PBA004;#65160;doc#10;2022;fisso;https://search.corpuskiparla.it/corpus/conversations/PBA004.html;https://search.corpuskiparla.it/corpus/conversations/PBA004_jefferson.html;21-25;;F;BO;emilia-romagna;asimmetrico;intervista semistrutturata;comm;dip_tec_prof;4;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBA004&begin=2258800&end=2262000;quaranta forse non lo so // // eh si // da quanto vi conoscete // eh eh // eh c''è un bel a proposito delle sfige di daniele // //;mi sa;che sono iniziate con la~ con me credo // vero // vero aper~ a~ a~ apriamo una parentesi // vero // vero // tutto ciò che;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PTD019;#129273;doc#18;2019;fisso;https://search.corpuskiparla.it/corpus/conversations/PTD019.html;https://search.corpuskiparla.it/corpus/conversations/PTD019_jefferson.html;26-30;;F;TO;lombardia;asimmetrico;intervista semistrutturata;intell;phd;4;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTD019&begin=2444857&end=2450042;// c''è poco // sì sì sì sì // va bene ehm beh la domanda dopo era hai frequentato le scuole nel quartiere in cui vivi ma;mi sa;di no? // no // no vero? // okay // quindi le persone che frequentate principalmente abitano vicino a voi oppure in altre;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PBB032;#140207;doc#20;2024;fisso;https://search.corpuskiparla.it/corpus/conversations/PBB032.html;https://search.corpuskiparla.it/corpus/conversations/PBB032_jefferson.html;46-50;;F;BO;calabria;asimmetrico;intervista semistrutturata;uff;laurea;3;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBB032&begin=2157104&end=2160930;proprio perchè eravamo già in tre // mhmh // all''università // okay // mh? quindi lui ha detto alla fine della fiera qui;mi sa;che // // conviene che la compriamo una ca~ poi due soldini c''erano e quindi ha comprato casa // tra affitti e cose varie //;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PBC004;#215814;doc#30;2021;fisso;https://search.corpuskiparla.it/corpus/conversations/PBC004.html;https://search.corpuskiparla.it/corpus/conversations/PBC004_jefferson.html;66-70;;F;BO;emilia-romagna;asimmetrico;intervista semistrutturata;pens;laurea;2;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBC004&begin=953110&end=959210;// adesso di osterie all''antica credo che non ce ne siano più perché i bacari a venezia hanno resistito ma qui a bologna;mi sa;// che le osterie sono diventate tutte piuttosto // come dire hanno mantenuto il nome // mhmh // ma piuttosto raffinate;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
KPN030;#227680;doc#31;2022;libero;https://search.corpuskiparla.it/corpus/conversations/KPN030.html;https://search.corpuskiparla.it/corpus/conversations/KPN030_jefferson.html;21-25;;F;BO;basilicata;simmetrico;pasto;stud;laurea in corso;3;https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPN030&begin=1102530&end=1107134;tipo l''anno scorso che io dovevo vedermi con un mio amico che si chiama tipo marco forse // // ah ma non era uno scherzo;mi sa;che sbagliai di nuovo a chiamare uno sche~ // no no hai detto a questo tuo amico chiamalo // e di'' che vi dovete vedere // e;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
KPN030;#228515;doc#31;2022;libero;https://search.corpuskiparla.it/corpus/conversations/KPN030.html;https://search.corpuskiparla.it/corpus/conversations/KPN030_jefferson.html;21-25;;M;BO;basilicata;simmetrico;pasto;stud;laurea in corso;3;https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPN030&begin=1299824&end=1301587;quello lì dell''invito // eh sì sì sì // e lui non ha x ha proprio visualizzato e non ha risposto // ma che stronzo // e poi dopo;mi sa;che ha messo un''altra storia // io gliel''ho detto non me l''aspet~ cioè non non me l''aspettavo però boh // boh // no ma;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
KPS023;#235697;doc#32;2020;libero;https://search.corpuskiparla.it/corpus/conversations/KPS023.html;https://search.corpuskiparla.it/corpus/conversations/KPS023_jefferson.html;26-30;;M;CE;campania;simmetrico;pasto;stud;laurea in corso;2;https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPS023&begin=1688214&end=1689989;che avvengono pure // che poi in realtà non // mamma glielo chiese a chiara dell''infibulazione // sì // e ch''e ritt? //;mi sa;che gliel''hanno fatta dice che // // si fa è una loro tradizione però // glielo voglio chiedere a chiara // anche anche l~;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
KPS023;#235879;doc#32;2020;libero;https://search.corpuskiparla.it/corpus/conversations/KPS023.html;https://search.corpuskiparla.it/corpus/conversations/KPS023_jefferson.html;26-30;;M;CE;campania;simmetrico;pasto;stud;laurea in corso;2;https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPS023&begin=1743181&end=1743897;far fare anche alle figlie ma hanno detto di no // lei ha detto di no // perchè faceva male e // quindi chiara ce l''ha? //;mi sa;di sì // e to~ tutti la fanno // e mamma che cosa le ha chiesto? // e non lo so perchè io le ho trovate che stavano parlando di;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOC1001;#243674;doc#34;2017/18;fisso;https://search.corpuskiparla.it/corpus/conversations/BOC1001.html;https://search.corpuskiparla.it/corpus/conversations/BOC1001_jefferson.html;21-25;;F;BO;emilia-romagna;asimmetrico;esame;stud;laurea in corso;2;https://search.corpuskiparla.it/corpus/player/player.cgi?code=BOC1001&begin=716569&end=718302;indicato in una nota del mio primo saggio // il titolo menzionava questo fatto molto eccezionale glielo dico subito //;mi sa;che non me lo ricordo // è il caso di palermo // ah // il collegio massimo ha un catalogo a stampa che viene redatto nel;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PBA028;#256009;doc#36;2024;fisso;https://search.corpuskiparla.it/corpus/conversations/PBA028.html;https://search.corpuskiparla.it/corpus/conversations/PBA028_jefferson.html;21-25;;F;BO;emilia-romagna;asimmetrico;intervista semistrutturata;stud;laurea in corso;3;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBA028&begin=361545&end=365005;cioè molto spesso io // okay // corro per quella via quindi vedi una deficiente che corre vabbè // // eh // e quindi non;mi sa;di una situazione molto sicura // okay // okay // ma anche quando tipo sono uscita il // primo anno ho provato a fare l~ un;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
