Reference;Token number;Document number;Anno di raccolta;annotation.begin;annotation.end;annotation.participant_code;conversation.code;conversation.duration;conversation.topic;doc.full_conversation;doc.full_jefferson;Età;Genere;Luogo di raccolta;Occupazione;Presenza di moderatore;Rapporto tra i partecipanti;Regione di provenienza;Titolo di studio;Numero di partecipanti;Tipo di interazione;annotation.audio_file;Left;KWIC;Right;Non SD;Test dell'omissione;Test della reggenza sintattica;Test prosodico;SD;Cumulo;Presa di turno;Richiesta di accordo/conferma;Manifestazione di accordo;Conferma dell'attenzione;Interruzione;Cessione del turno;Marcatura della conoscenza condivisa;Richiesta di attenzione;Strategie di cortesia;Gestione del topic: introduzione o ripresa di topic;Chiusura di un topic;Prolettico, marca di formulazione: ecco;Riformulazione;Marcatura di citazione/discorso riportato;Esemplificazione;Filler, riempimento dei tempi di formulazione;General extenders e marche di generalizzazione;Marcatura dell'inferenza;Modulazione del grado di confidenza del parlante;Approssimazione;Specificazione;Attenuazione;Intensificazione;Polifunzionalità;Dubbî;Commenti
TOA1003;#2740709;doc#382;;2398894;2405209;TO065;TOA1003;;;https://search.corpuskiparla.it/corpus/conversations/TOA1003.html;https://search.corpuskiparla.it/corpus/conversations/TOA1003_jefferson.html;51-55;M;;intell;;;piemonte;phd;3;ricevimento studenti;https://search.corpuskiparla.it/corpus/player/player.cgi?code=TOA1003&begin=2398894&end=2405209;// tanto ci mettiam dieci minuti // sì? // a leggere queste cinque pagine che mi ha mandato per vedere se ci sono questioni;diciamo;fondamentali // ma ritorno subito // va bene d'' accordo // lei tenga la posizione così non chiudo la porta // // va bene //; ;;;;1;;;;;;;;;;;;;;;;;;;;;;;1;;0;;
PTB022;#2749960;doc#384;;558528;561550;TOR001;PTB022;;;https://search.corpuskiparla.it/corpus/conversations/PTB022.html;https://search.corpuskiparla.it/corpus/conversations/PTB022_jefferson.html;26-30;F;;intell;;;lombardia;phd;3;intervista semistrutturata;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTB022&begin=558528&end=561550;il ventisei l''insurrezione // sì // dal ventisei al ventotto insomma // più tardi // x almeno è stato così // e poi;diciamo;la fase più di ricostruzione? // eh sì c''erano molte molte case diroccate // a causa dei bombardamenti // mhmhmhmh //; ;;;;1;;;;;;;;;;;;;;;;;;;;;1;;;;0;;
PTB022;#2752553;doc#384;;1643586;1647978;TOI075;PTB022;;;https://search.corpuskiparla.it/corpus/conversations/PTB022.html;https://search.corpuskiparla.it/corpus/conversations/PTB022_jefferson.html;over 85;M;;pens;;;piemonte;dip_tec_prof;3;intervista semistrutturata;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTB022&begin=1643586&end=1647978;// che veniva a vivere a torino // mh // // okay e quindi secondo lei nel complesso è cambiata in peggio la città? // eh eh;diciamo;no~ è difficile dire che sia migliorata eh // è ovvio che tutti tendono a // pensare che una volta si stava bene // poi tutti; ;;;;1;;;;;;;;;;;;;;;;;;;;;;;1;;0;;
PTB022;#2753414;doc#384;;1973971;1976444;TOI075;PTB022;;;https://search.corpuskiparla.it/corpus/conversations/PTB022.html;https://search.corpuskiparla.it/corpus/conversations/PTB022_jefferson.html;over 85;M;;pens;;;piemonte;dip_tec_prof;3;intervista semistrutturata;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTB022&begin=1973971&end=1976444;che possono mantenerle // le promesse che hanno fatto i governanti di adesso // // // una gara a chi la spara più grossa //;diciamo;che io quando // ho cominciato ad avere un''opinione politica personale // quando siamo arrivati verso la fine della;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
KPC009;#2754595;doc#385;;318422;326740;PKP089;KPC009;;;https://search.corpuskiparla.it/corpus/conversations/KPC009.html;https://search.corpuskiparla.it/corpus/conversations/KPC009_jefferson.html;21-25;F;;artig;;;umbria;dip_tec_prof;3;pasto;https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPC009&begin=318422&end=326740;tutti tipo me lo diceva la su~ il nonno de la mia nonna ha detto che faceva dala mattina tipo fino a mezzogiorno el digiuno;diciamo;// poi dopo a pranzo pranzava // e invece m''ha detto stefano che da loro che son sempre cristiani ha detto che non mangiano; ;;;;1;;;;;;;;;;;;;;;;;;;;;;;1;;0;;
PBC015;#2768696;doc#386;;137210;140190;BOR010;PBC015;;;https://search.corpuskiparla.it/corpus/conversations/PBC015.html;https://search.corpuskiparla.it/corpus/conversations/PBC015_jefferson.html;21-25;F;;stud;;;emilia-romagna;laurea in corso;2;intervista semistrutturata;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBC015&begin=137210&end=140190;e un anno a mh san pietro in casale // poi tutto il resto io l''ho fatto qui a bologna // ah okay quindi molto xx un po'' ovunque;diciamo;// // sì anche perchè noi insegnanti avevamo questa // c''era quest~ questa regola sostanzialmente che finchè non eri di; ;;;;1;;;;;;;;;;;;;;;;;;;;;1;;;;0;;
PBC015;#2768878;doc#386;;205611;209136;BOI037;PBC015;;;https://search.corpuskiparla.it/corpus/conversations/PBC015.html;https://search.corpuskiparla.it/corpus/conversations/PBC015_jefferson.html;61-65;M;;pens;;;emilia-romagna;laurea;2;intervista semistrutturata;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBC015&begin=205611&end=209136;va bene quindi diciamo è an~ anche abbastanza accettato e tu~ cioè è molto disponibile le persone meno male // sì sì sì sì;diciamo;che ecco // il bello // di quel periodo ma soprattutto // eh il bello del mondo del mondo della scuola // era che dopo un;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
TOA3003;#2774975;doc#387;;549265;550408;TO037;TOA3003;;;https://search.corpuskiparla.it/corpus/conversations/TOA3003.html;https://search.corpuskiparla.it/corpus/conversations/TOA3003_jefferson.html;21-25;F;;stud;;;piemonte;laurea in corso;3;conversazione libera;https://search.corpuskiparla.it/corpus/player/player.cgi?code=TOA3003&begin=549265&end=550408;e poi sei xxx già dentro via xx // xxxxx // sì è un po'' strano entrare a quel punto // no vabbè ma se vai avanti e // sei dietro;diciamo;// cioè sei dietro o apri o c'' è una di quelle porte che è aperte e quindi entri appunto oppure arrivi xxx // mh sì // però; ;;;;1;;;;;;;;;;;;;;;;;;;;;1;;;;0;;
TOA1005;#2797063;doc#390;;333684;336477;TO076;TOA1005;;;https://search.corpuskiparla.it/corpus/conversations/TOA1005.html;https://search.corpuskiparla.it/corpus/conversations/TOA1005_jefferson.html;21-25;F;;stud;;;liguria;laurea in corso;2;ricevimento studenti;https://search.corpuskiparla.it/corpus/player/player.cgi?code=TOA1005&begin=333684&end=336477;allora non s~ al primo anno non sono liberi mi danno una s~ una serie di // di esami in cui segliere // in quelli relativi;diciamo;sfera indologia // ho lingua e letteratura sanscrita e indologia così secco // e poi // non mi ricordo // perché un'' altra; ;;;;1;;;;;;;;;;;;;;;;1;;;;;;;;;0;;
TOD2013;#2802289;doc#391;;322425;325638;TO071;TOD2013;;;https://search.corpuskiparla.it/corpus/conversations/TOD2013.html;https://search.corpuskiparla.it/corpus/conversations/TOD2013_jefferson.html;31-35;M;;stud;;;abruzzo;laurea in corso;3;intervista semistrutturata;https://search.corpuskiparla.it/corpus/player/player.cgi?code=TOD2013&begin=322425&end=325638;// guarda ef no~ no~ non so bene come come si chiama // mhmh // eh genzano for~ // ah sì quindi è un paesino vicino l'' aquila;diciamo;xxx // sì cioè se non sbaglio se si chiamava xxx esiste perfetto // sì sì sì no g~ genzano esiste s~ s~ s~ s~ s~ s~ // sì vab~; ;;;;1;;;;;;;;;;;;;;;;;;;;;1;;;;0;;
TOD2013;#2803137;doc#391;;560790;562273;TO058;TOD2013;;;https://search.corpuskiparla.it/corpus/conversations/TOD2013.html;https://search.corpuskiparla.it/corpus/conversations/TOD2013_jefferson.html;21-25;F;;stud;;;lombardia;laurea in corso;3;intervista semistrutturata;https://search.corpuskiparla.it/corpus/player/player.cgi?code=TOD2013&begin=560790&end=562273;una situazione così // l'' aquila comunque era un~ una grande città cioè comunque non era u~ un paesino // mhmh // quindi;diciamo;si è // anche se non è sistemata in qualche modo si è risvegliata // ci gira più attenzione mediatica diciamo // fa con fa c''; ;;;;1;1;;;;;;;;;;;;;;;;;;;;;;1;;0;;
TOD2013;#2808639;doc#391;;2184974;2188983;TO071;TOD2013;;;https://search.corpuskiparla.it/corpus/conversations/TOD2013.html;https://search.corpuskiparla.it/corpus/conversations/TOD2013_jefferson.html;31-35;M;;stud;;;abruzzo;laurea in corso;3;intervista semistrutturata;https://search.corpuskiparla.it/corpus/player/player.cgi?code=TOD2013&begin=2184974&end=2188983;quindi in realtà nel senso // ah ecco // certo // non era non era neanche male // quindi cioè eh adesso in questa struttura;diciamo;ci vivono i tuoi genitori e i tuoi nonni // esatto // s~ separatamente diciamo // sep~ sì separatamente però comunque; ;;;;1;;;;;;;;;;;;;;;;;;;1;;;;;;0;;
TOD2013;#2810555;doc#391;;2701856;2708455;TO057;TOD2013;;;https://search.corpuskiparla.it/corpus/conversations/TOD2013.html;https://search.corpuskiparla.it/corpus/conversations/TOD2013_jefferson.html;26-30;F;;stud;;;calabria;laurea in corso;3;intervista semistrutturata;https://search.corpuskiparla.it/corpus/player/player.cgi?code=TOD2013&begin=2701856&end=2708455;abbiamo preso un pentalocale // in in centro nel paese // che abbiam tenuto anche durante gli anni di di vita in brianza;diciamo;// eh in brianza siamo stati un po'' ovunque abbiam cambiato un po'' di case prima di // stabilirci definitivamente cioè; ;;;;1;;;;;;;;;;;;;;;;;;;;;;;1;;0;;
TOD2013;#2811324;doc#391;;2960199;2961965;TO071;TOD2013;;;https://search.corpuskiparla.it/corpus/conversations/TOD2013.html;https://search.corpuskiparla.it/corpus/conversations/TOD2013_jefferson.html;31-35;M;;stud;;;abruzzo;laurea in corso;3;intervista semistrutturata;https://search.corpuskiparla.it/corpus/player/player.cgi?code=TOD2013&begin=2960199&end=2961965;a un certo punto // in eh calabria // mhm // tu comunque // ho vissuto in due case // in due case // entrambe in questo paesino;diciamo;// sì // okay // all'' interno dello stesso perfetto perfetto // allora // a parte che state andando benissimo // infatti; ;;;;1;;;;;;;;;;;;;;;;;;;;;;;1;;0;;
TOD2013;#2813770;doc#391;;3673715;3674183;TO057;TOD2013;;;https://search.corpuskiparla.it/corpus/conversations/TOD2013.html;https://search.corpuskiparla.it/corpus/conversations/TOD2013_jefferson.html;26-30;F;;stud;;;calabria;laurea in corso;3;intervista semistrutturata;https://search.corpuskiparla.it/corpus/player/player.cgi?code=TOD2013&begin=3673715&end=3674183;alcune mi erano sfuggite a causa del modo in cui lui fa lezione non capisci cosa vuole da te // mh // sì esatto // sì è vero //;diciamo;// eh io è questo che non // ma io ora l'' ho capito cosa vuole da noi // tu quello che ti devi da quel che ho capito innanzitutto; ;;;;1;;;;;;;;;;;;;;;;;;;;;;;1;;0;;
BOA1018;#2834235;doc#393;;68540;71775;BO082;BOA1018;;;https://search.corpuskiparla.it/corpus/conversations/BOA1018.html;https://search.corpuskiparla.it/corpus/conversations/BOA1018_jefferson.html;41-45;M;;intell;;;emilia-romagna;phd;2;ricevimento studenti;https://search.corpuskiparla.it/corpus/player/player.cgi?code=BOA1018&begin=68540&end=71775;di dipartmento ha sbagliato // mh xxxxxxx // o ha sbagliato a scrivere // e ha scritto a qualche altro cioè lei ha scritto;diciamo;in questa mail // una ser~ ha usato una serie di termini che non hanno senso // quindi io non ho io non son riuscito a capire; ;;;;1;;;;;;;;;;;;;1;;;;;;;;;;;;0;;
PTA017;#2853883;doc#396;;108967;113906;TOI034;PTA017;;;https://search.corpuskiparla.it/corpus/conversations/PTA017.html;https://search.corpuskiparla.it/corpus/conversations/PTA017_jefferson.html;21-25;F;;oper;;;piemonte;dip_tec_prof;2;intervista semistrutturata;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTA017&begin=108967&end=113906;dice? // ci sono delle determinate mh // basi da cui bisognerebbe partire per appunto per un contratto // mhmh // okay // e;diciamo;che essendo un''azienda mh abbastanza piccola non // non lo rispettano come dovrebbero // okay // perchè i sindacati non;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
PTA017;#2856420;doc#396;;906796;909503;TOR006;PTA017;;;https://search.corpuskiparla.it/corpus/conversations/PTA017.html;https://search.corpuskiparla.it/corpus/conversations/PTA017_jefferson.html;21-25;F;;stud;;;piemonte;laurea in corso;2;intervista semistrutturata;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTA017&begin=906796&end=909503;è una questione di lavorare bene è che riesco a lavorare solo così // okay // non ho grandi // non spazio // quindi okay però;diciamo;che hai trovato un lavoro // che comunque // è incline alle tue doti no? // sì sì potenzialmente sì io ho sempre dato per;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
PTA017;#2858585;doc#396;;1671510;1672610;TOI034;PTA017;;;https://search.corpuskiparla.it/corpus/conversations/PTA017.html;https://search.corpuskiparla.it/corpus/conversations/PTA017_jefferson.html;21-25;F;;oper;;;piemonte;dip_tec_prof;2;intervista semistrutturata;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTA017&begin=1671510&end=1672610;la musica hai un genere musicale che // vado molto amh umore // però principalmente musica commerciale // okay // okay //;diciamo;da discoteca // dimmi boh i tuoi artisti preferiti // mamma mia questa è sempre una di quelle cose che io non ricordo // //; ;;;;1;;;;;;;;;;;;;;;;;;;;;1;;;;0;;
BOD1005;#2870309;doc#399;;1713848;1723376;BO094;BOD1005;;;https://search.corpuskiparla.it/corpus/conversations/BOD1005.html;https://search.corpuskiparla.it/corpus/conversations/BOD1005_jefferson.html;66-70;F;;intell;;;toscana;phd;1;lezione;https://search.corpuskiparla.it/corpus/player/player.cgi?code=BOD1005&begin=1713848&end=1723376;ritengo facciano parte del kit di base // di qualsiasi corso del primo anno // va bene allora eh ieri forse abbiamo ehm //;diciamo;svi~ concluso un po'' in fretta il teorema di validità per il calcolo di deduzione naturale // semmai riprendo alcune; ;;;;1;;;;;;;;;;;;;;;;;1;;;;;;;;0;;
BOD1005;#2870422;doc#399;;1781174;1783343;BO094;BOD1005;;;https://search.corpuskiparla.it/corpus/conversations/BOD1005.html;https://search.corpuskiparla.it/corpus/conversations/BOD1005_jefferson.html;66-70;F;;intell;;;toscana;phd;1;lezione;https://search.corpuskiparla.it/corpus/player/player.cgi?code=BOD1005&begin=1781174&end=1783343;scannerizzato quindi sono in grado di mettere il file pi di effe sul materiale materiale didattico // bene // allora eh;diciamo;// eh ieri mi è anche stato chiesto ma che tipo di che tipo di domande possono venir fuori // va bene di fronte // a questo a xx; ;;;;1;1;;;;;;;;;;;;;;;;1;;;;;;;;0;;
BOD1005;#2871061;doc#399;;2070071;2076881;BO094;BOD1005;;;https://search.corpuskiparla.it/corpus/conversations/BOD1005.html;https://search.corpuskiparla.it/corpus/conversations/BOD1005_jefferson.html;66-70;F;;intell;;;toscana;phd;1;lezione;https://search.corpuskiparla.it/corpus/player/player.cgi?code=BOD1005&begin=2070071&end=2076881;una // derivazione // che in aritmetica per esempio termina con zero uguale a uno che è un modo per dire xx // xxx // e questo;diciamo;da un punto di vista generale questo è il grosso problema xx all'' inizio del novecento // che è il problema // della //; ;;;;1;;;;;;;;;;;;;;;;;;;;;;;1;;0;;
BOD1005;#2872290;doc#399;;2649544;2651162;BO094;BOD1005;;;https://search.corpuskiparla.it/corpus/conversations/BOD1005.html;https://search.corpuskiparla.it/corpus/conversations/BOD1005_jefferson.html;66-70;F;;intell;;;toscana;phd;1;lezione;https://search.corpuskiparla.it/corpus/player/player.cgi?code=BOD1005&begin=2649544&end=2651162;quindi abbiamo questi vari teoremi dell'' incompletezza quella aritmetica // e del // oh eh ecco allora tutto questo //;diciamo;questa romanzina // per dirvi che uno studio teorico delle deduzioni // vabbe è centrale ecco è centrale // nell''; ;;;;1;;;;;;;;;;;;;;1;;;;;;;;;1;;1;;
BOD1005;#2874307;doc#399;;3792123;3796091;BO094;BOD1005;;;https://search.corpuskiparla.it/corpus/conversations/BOD1005.html;https://search.corpuskiparla.it/corpus/conversations/BOD1005_jefferson.html;66-70;F;;intell;;;toscana;phd;1;lezione;https://search.corpuskiparla.it/corpus/player/player.cgi?code=BOD1005&begin=3792123&end=3796091;porto gli faccio scavalcare la freccia // quindi vado qui eh // non scavalco qui va bene? // quindi esiste un'' ics tale che;diciamo;che esiste un'' ipsilon // esiste un ipsilon parentesi // di ics allora // esiste uno zeta // qu di ipsilon o erre di xx //;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
KPN024;#2879686;doc#400;;1553225;1559640;PKP080;KPN024;;;https://search.corpuskiparla.it/corpus/conversations/KPN024.html;https://search.corpuskiparla.it/corpus/conversations/KPN024_jefferson.html;21-25;F;;stud;;;veneto;laurea in corso;2;pasto;https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPN024&begin=1553225&end=1559640;// no // perchè poi questo fa domande // che ansia // allora a ho visto tipo i primi tipo // ve~ venti minu~ cioè //;diciamo;venti minuti li perde blaterando okay quindi sono andata via veloce ascoltando appunto le sue indicazioni sul corso; ;;;;1;1;;;;;;;;;;1;;;;;;;;;;1;;;;1;;
TOA3006;#2884212;doc#401;;320607;326068;TO030;TOA3006;;;https://search.corpuskiparla.it/corpus/conversations/TOA3006.html;https://search.corpuskiparla.it/corpus/conversations/TOA3006_jefferson.html;21-25;F;;stud;;;liguria;laurea in corso;2;conversazione libera;https://search.corpuskiparla.it/corpus/player/player.cgi?code=TOA3006&begin=320607&end=326068;al ventisette a me ha dato fastidio questa cosa cioè e rossana la stessa cosa perché lei aveva venti~ ventotto // certo //;diciamo;verso il ventinove però gliel'' hanno capito? vabbè eh cosa vuoi che ti dica // xx è impossibile è impossibile // io mi sono; ;;;;1;;;;;;;;;;;;;;;;;;;;;1;;;;0;;
PBA007;#2887914;doc#402;;92970;97436;BOR020;PBA007;;;https://search.corpuskiparla.it/corpus/conversations/PBA007.html;https://search.corpuskiparla.it/corpus/conversations/PBA007_jefferson.html;21-25;F;;stud;;;trentino-alto-adige;laurea;3;intervista semistrutturata;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBA007&begin=92970&end=97436;alla fine // sempre // sì sì // sì sì // e anche adesso lo riesci a vivere comunque adesso che sei un po'' cresciuta;diciamo;// sì adesso ancora oggi quando mi capita di fare una strada lì vicino cerco sempre di passarci in mezzo // perchè; ;;;;1;;;;;;;;;;;;;;;;;;;;;;;1;;0;;
PBA007;#2888075;doc#402;;152400;157750;BOI065;PBA007;;;https://search.corpuskiparla.it/corpus/conversations/PBA007.html;https://search.corpuskiparla.it/corpus/conversations/PBA007_jefferson.html;16-20;F;;intell;;;emilia-romagna;dip_lic;3;intervista semistrutturata;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBA007&begin=152400&end=157750;// quindi le marconi erano le elementari e le pepoli le medie // ma di sicuro il liceo è stato quello un po'' più importante;diciamo;per la mia formazione // certo immagino // ehm non lo so ad esempio come come raggiungevi il centro dato che sei insomma //; ;;;;1;;;;;;;;;;;;;;;;;;;;;;;1;;0;;
