Reference;Token number;Document number;Anno di raccolta;annotation.audio_file;annotation.begin;annotation.end;annotation.participant_code;conversation.code;conversation.duration;conversation.topic;doc.full_conversation;doc.full_jefferson;Età;Genere;Luogo di raccolta;Occupazione;Presenza di moderatore;Rapporto tra i partecipanti;Regione di provenienza;Titolo di studio;Numero di partecipanti;Tipo di interazione;Left;KWIC;Right;Non SD;Test 1: Regge qualcosa come una subordinata o un obliquo?;Test 2: Ha un soggetto?;Test 3;SD;Cumulo;Presa di turno;Richiesta di accordo/conferma;Manifestazione di accordo;Conferma dell'attenzione;Interruzione;Cessione del turno;Marcatura della conoscenza condivisa;Richiesta di attenzione;Strategie di cortesia;Gestione del topic: introduzione o ripresa di topic;Chiusura di un topic;Prolettico, marca di formulazione: ecco;Riformulazione;Marcatura di citazione/discorso riportato;Esemplificazione;Filler, riempimento dei tempi di formulazione;General extenders e marche di generalizzazione;Marcatura dell'inferenza;Modulazione del grado di confidenza del parlante;Approssimazione;Specificazione;Attenuazione;Intensificazione;Polifunzionalità;Dubbî;Commenti;;
PTA016;#76866;doc#9;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTA016&begin=2028380&end=2031320;2028380;2031320;PTA016;;00:40:23;;https://search.corpuskiparla.it/corpus/conversations/PTA016.html;https://search.corpuskiparla.it/corpus/conversations/PTA016_jefferson.html;21-25;F;;stud;;;piemonte;laurea in corso;2;intervista semistrutturata;così // ni // okay // è il mio cantante preferito // okay perfetto // per quello l''avevo va bene // non lo ascolto //;va bene;ehm // allora quindi mi hai detto che sei tifoso del? // milan // perché hai scelto questa squadra // xx // perché tu dici ti;;;;;1;;;;;;;1;;;;;;;;;;;;;;;;;;0;;;;
PTA016;#78200;doc#9;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTA016&begin=2410511&end=2411160;2410511;2411160;PTA016;;00:40:23;;https://search.corpuskiparla.it/corpus/conversations/PTA016.html;https://search.corpuskiparla.it/corpus/conversations/PTA016_jefferson.html;21-25;F;;stud;;;piemonte;laurea in corso;2;intervista semistrutturata;quindi donna // donna che tra un po'' diventerà un''altra mia ex eh x di questo passo visti // // visti visti i tempi // xxx //;va bene;// // niente io ti ringrazio // è stato un piacere // e ciao // un saluto // // x xx xxxx hai parlato tantissimo // prego // sì;;;;;1;;;;;;;;;;;;1;;;;;;;;;;;;;0;;;;
BOA1007;#78667;doc#10;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=BOA1007&begin=270440&end=270945;270440;270945;BOA1007;;00:05:01;;https://search.corpuskiparla.it/corpus/conversations/BOA1007.html;https://search.corpuskiparla.it/corpus/conversations/BOA1007_jefferson.html;21-25;F;;stud;;;emilia-romagna;laurea in corso;2;ricevimento studenti;// okay // questo è completamente in sostituzione perché riguarda le discipline // ah okay // in italiano elle due //;va bene;// va bene adesso io m~ mi segno // eh // che lei sostituisce la prima parte // ~gari // vuoi andare su // in mansarda // in;;;;;1;;1;;1;;;;;;;;;;;;;;;;;;;;;1;;;;
BOA1007;#78670;doc#10;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=BOA1007&begin=271290&end=273614;271290;273614;BOA1007;;00:05:01;;https://search.corpuskiparla.it/corpus/conversations/BOA1007.html;https://search.corpuskiparla.it/corpus/conversations/BOA1007_jefferson.html;56-60;F;;intell;;;basilicata;phd;2;ricevimento studenti;// questo è completamente in sostituzione perché riguarda le discipline // ah okay // in italiano elle due // va bene //;va bene;adesso io m~ mi segno // eh // che lei sostituisce la prima parte // ~gari // vuoi andare su // in mansarda // in piccionaia;;;;;1;;1;;1;;;;;;;;;;;;;;;;;;;;;1;;;;
KPC002;#78927;doc#11;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPC002&begin=67866&end=68535;67866;68535;KPC002;;00:49:39;;https://search.corpuskiparla.it/corpus/conversations/KPC002.html;https://search.corpuskiparla.it/corpus/conversations/KPC002_jefferson.html;21-25;M;;stud;;;toscana;laurea in corso;3;pasto;eh ma perché non può venire da sola // no dai ora la sera così nce~ vien de d''es~ d''estate a piedi e lo so // ora è buio // sì;va bene;// ma che senso ha // quelle altre sue amiche vanno a piedi lei non ci vuol venire // e non ci piac~ non ci va neanche il;;;;;1;;1;;1;;;;;;;;;;;;;;;;1;;;;;1;;accordo tattico per introdurre avversativa;;
KPC002;#79634;doc#11;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPC002&begin=260120&end=265710;260120;265710;KPC002;;00:49:39;;https://search.corpuskiparla.it/corpus/conversations/KPC002.html;https://search.corpuskiparla.it/corpus/conversations/KPC002_jefferson.html;51-55;M;;intell;;;toscana;phd;3;pasto;che lui c''ha e lì non compare e compare una donna al volante // però quello non è probatorio di nulla perché dice sì;va bene;la macchina è la tua tu l''ha data alla tu figliola // alla tua nuora a qualcuno però dico queste vi fa~ vi m~ vi mando le foto;;;;;1;;;;1;;;;;;;;;;;;;;;;1;;;;;1;;accordo tattico per introdurre avversativa;;
BOD2005;#108230;doc#13;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=BOD2005&begin=1044420&end=1045840;1044420;1045840;BOD2005;;00:33:08;;https://search.corpuskiparla.it/corpus/conversations/BOD2005.html;https://search.corpuskiparla.it/corpus/conversations/BOD2005_jefferson.html;21-25;M;;stud;;;calabria;laurea in corso;3;intervista semistrutturata;// siamo già a un quarto d'' ora però credo eh // sì aspetta siediti qua così che stai più vicino al microfono // sì sì;va bene;// ora devo vedere come funziona // grazie // allora // ma lui non può inervenire deve stare zitto tutto il tempo // io ogni;;;;;1;;;;1;;;;;;;;;;;;;;;;;;;;;0;;;;
BOD2005;#108438;doc#13;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=BOD2005&begin=1098910&end=1099640;1098910;1099640;BOD2005;;00:33:08;;https://search.corpuskiparla.it/corpus/conversations/BOD2005.html;https://search.corpuskiparla.it/corpus/conversations/BOD2005_jefferson.html;21-25;M;;stud;;;calabria;laurea in corso;3;intervista semistrutturata;già andando infatti la liberatoria la dovrai firmare anche tu adesso // gesù cristo scusami // veramente? // bravo //;va bene;// va bene // se vuoi qui c'' è tutto il materiale // okay // e allora aspetta noi stavamo parlando della // dei palermo // si;;;;;1;;;;1;;;;;;;;;;;;;;;;;;;;;0;;;;
BOD2006;#112242;doc#14;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=BOD2006&begin=332895&end=333825;332895;333825;BOD2006;;00:18:57;;https://search.corpuskiparla.it/corpus/conversations/BOD2006.html;https://search.corpuskiparla.it/corpus/conversations/BOD2006_jefferson.html;21-25;F;;stud;;;emilia-romagna;laurea in corso;2;intervista semistrutturata;é quello che serve poi i libri me li posso procurare altrove // tranquillamente questo é solo il luogo di lavoro // va bene;va bene;// ehm ti sei mai trasferito a vivere in uno studentato o magari in un appartamento da solo per~ // sí // sia in studentato;;;;;1;;;;;;;;;;;1;1;;;;;;;;;;;;;1;;;;
BOD2006;#112988;doc#14;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=BOD2006&begin=601400&end=607200;601400;607200;BOD2006;;00:18:57;;https://search.corpuskiparla.it/corpus/conversations/BOD2006.html;https://search.corpuskiparla.it/corpus/conversations/BOD2006_jefferson.html;26-30;M;;stud;;;emilia-romagna;laurea in corso;2;intervista semistrutturata;amico sono piú che sufficenti // diaciamo a meno che non ci siano eventi particolari che che mi spingano a spostarmi;va bene;cosí // okay // ehm parlami un po'' del del gruppo in cui suoni che musica fate quanto spesso vi vedete // eh okay eil gruppo;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;"appare all'interno della frase ""va bene così"" sostituibile con ""mi sta bene questa condizione""";;
BOD2006;#114078;doc#14;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=BOD2006&begin=1011890&end=1013060;1011890;1013060;BOD2006;;00:18:57;;https://search.corpuskiparla.it/corpus/conversations/BOD2006.html;https://search.corpuskiparla.it/corpus/conversations/BOD2006_jefferson.html;21-25;F;;stud;;;emilia-romagna;laurea in corso;2;intervista semistrutturata;cui sono affezionato ecco quindi non c'' è stato un grande shock e culturale diciamo dai da quel punto di vista // okay //;va bene;// niente insetti o cose strane? // mah sì io in realtà avevo l'' ossessione di queste zanzarine che trasmettono che;;;;;1;1;;;;1;;;;;;;;;;;;;;;;;;;;0;;;;
PBA021;#137276;doc#18;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBA021&begin=1032198&end=1033034;1032198;1033034;PBA021;;00:45:31;;https://search.corpuskiparla.it/corpus/conversations/PBA021.html;https://search.corpuskiparla.it/corpus/conversations/PBA021_jefferson.html;21-25;F;;stud;;;emilia-romagna;laurea in corso;2;intervista semistrutturata;il venticinque? // no // no // mai so che fanno // so che mh cioè // viene manifestato tanto // per non ci son mai andata //;va bene;// io poi non sono una persona che prende tanto luogo a queste manifestazioni // evito se posso // però so che mh // che;;;;;1;;;;1;;;;;;;;;;;;;;;;;;;;;0;;;;
PBA021;#142311;doc#18;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBA021&begin=2726394&end=2728479;2726394;2728479;PBA021;;00:45:31;;https://search.corpuskiparla.it/corpus/conversations/PBA021.html;https://search.corpuskiparla.it/corpus/conversations/PBA021_jefferson.html;21-25;F;;stud;;;emilia-romagna;laurea in corso;2;intervista semistrutturata;televisione ma // puoi guardarli anche sul telefono smartphone e così via // comunque sì quello ecco // d''accordo //;va bene;allora direi che abbiamo finito // okay // e io ti ringrazio // grazie mille // non ho capito // no è pronto eh // e xx quanta;;;;;1;1;;;;;;;;;;;1;;;;;;;;;;;;;0;;;;
KPS015;#143013;doc#19;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPS015&begin=191272&end=191747;191272;191747;KPS015;;00:40:01;;https://search.corpuskiparla.it/corpus/conversations/KPS015.html;https://search.corpuskiparla.it/corpus/conversations/KPS015_jefferson.html;76-80;F;;pens;;;campania;laurea;3;pasto;di salame // x // ma no io ho mangiato perchè altrimenti poi non mangio e mi mi appesantisco // nonno ne vuoi più x? // no //;va bene;// è buonissimo sì sì // #ch’eggia fa io mo eh? // // ah il coperchio xx // ah // #add''a fa solo il piatto lì // u'' formaggio //;;;;;1;;;;1;;;;;;;;;;;;;;;;;;;;;0;;;;
KPS015;#145834;doc#19;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPS015&begin=907245&end=907961;907245;907961;KPS015;;00:40:01;;https://search.corpuskiparla.it/corpus/conversations/KPS015.html;https://search.corpuskiparla.it/corpus/conversations/KPS015_jefferson.html;76-80;F;;pens;;;campania;laurea;3;pasto;// ma no in realtà // no io ne voglio poco // io sto cercando di fare dieta // guarda // sì sì sì ma f~ x prima a nonno scusa //;va bene;così? // basta // no no a me poco poco no no lo sa già // xxx // che te lo devo fare pieno di sugo no? // eh sì mi conosci // grazie;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;"inserito nella frase ""va bene così"" ha contenuto semantico pieno. Non è SD.";;
KPS015;#151071;doc#19;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPS015&begin=2208686&end=2209570;2208686;2209570;KPS015;;00:40:01;;https://search.corpuskiparla.it/corpus/conversations/KPS015.html;https://search.corpuskiparla.it/corpus/conversations/KPS015_jefferson.html;81-85;M;;pens;;;campania;dip_tec_prof;3;pasto;contenti // ma sì no no comunque sento sento marco adesso vediamo a che ora a che ora viene // state contenti // e va bene;va bene;// io vorrei portare la macchina // a fare la revisione // ah scusa // #ah eh eh o'' vero ce l’imma ricere a marco // mh // ah c''è;;;;;1;;;;;;;;;;;1;1;;;;;1;;;;;;;;1;;;;
BOC1004;#152901;doc#20;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=BOC1004&begin=430320&end=430780;430320;430780;BOC1004;;00:20:03;;https://search.corpuskiparla.it/corpus/conversations/BOC1004.html;https://search.corpuskiparla.it/corpus/conversations/BOC1004_jefferson.html;21-25;M;;stud;;;emilia-romagna;laurea in corso;2;esame;un abstract di un libro di storia delle biblioteche in età morderna anche se non è uno storico delle biblioteche // sì //;va bene;// invece non può fare una segnalazione e non può fare una recensione // cioè la segnalazione e la recensione vengono;;;;;1;;;;1;1;;;;;;1;;;;;;;;;;;;;;1;;;;
BOC1004;#153981;doc#20;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=BOC1004&begin=796902&end=804750;796902;804750;BOC1004;;00:20:03;;https://search.corpuskiparla.it/corpus/conversations/BOC1004.html;https://search.corpuskiparla.it/corpus/conversations/BOC1004_jefferson.html;41-45;M;;intell;;;emilia-romagna;phd;2;esame;ero mi ero entusiasmato lo so che si ricordava l'' ambito di questo ma poi in realtà questo ambito è assolutamente vacuo ma;va bene;// // eh mi son perso sul // rossi non è un esame brillante vado avanti perché è un secondo tentativo e quindi voglio;;;;;1;;;;;;;;;;;;;;;;;;;;;;;1;;0;;attenua il giudizio negativo nei riguardi dello studente;; 
BOC1004;#155118;doc#20;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=BOC1004&begin=1180360&end=1181020;1180360;1181020;BOC1004;;00:20:03;;https://search.corpuskiparla.it/corpus/conversations/BOC1004.html;https://search.corpuskiparla.it/corpus/conversations/BOC1004_jefferson.html;41-45;M;;intell;;;emilia-romagna;phd;2;esame;// esatto quindi // tende a mh no ha lo scopo di // selezionare molto di più leh // ileh raggio e tagliare il più possibile //;va bene;// poi apunto magari xxxx // allora io le darei un ventidue // capito // eh s~ // e le consiglierei di prenderlo // sì lo;;;;;1;;1;;;;;;;;;;;;;;;;;;;;;;;0;;;;
BOA1001;#157564;doc#21;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=BOA1001&begin=871086&end=877300;871086;877300;BOA1001;;00:37:20;;https://search.corpuskiparla.it/corpus/conversations/BOA1001.html;https://search.corpuskiparla.it/corpus/conversations/BOA1001_jefferson.html;56-60;F;;intell;;;basilicata;phd;2;ricevimento studenti;// altre vengono parlate // eh // oddio non ho ben chiaro dove potrei metterla però // no allora una cosa che può fare è il il;va bene;in ogni caso qualsiasi questionario ha bisogno di // assemblare per aree tematiche // per esempio // i dati informativi;;;;;1;;;;;;;;;;;;;;1;;;;;;;;;;;0;;;;
BOA1001;#161136;doc#21;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=BOA1001&begin=2220143&end=2224811;2220143;2224811;BOA1001;;00:37:20;;https://search.corpuskiparla.it/corpus/conversations/BOA1001.html;https://search.corpuskiparla.it/corpus/conversations/BOA1001_jefferson.html;21-25;F;;stud;;;campania;laurea in corso;2;ricevimento studenti;// sì // sì // però lei mi manda una mail come promemoria per quanto riguarda gli esami gli appelli d'' accordo? // okay //;va bene;e poi guarderò i suoi ricevimenti prossimamente // ci risentiamo presto va bene // la ringrazio arrivederci // buon;;;;;1;;;;1;;;;;;;;1;;;;;;;;;;;;;1;;;;
PTA018;#168814;doc#22;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTA018&begin=2667273&end=2667836;2667273;2667836;PTA018;;00:57:27;;https://search.corpuskiparla.it/corpus/conversations/PTA018.html;https://search.corpuskiparla.it/corpus/conversations/PTA018_jefferson.html;21-25;F;;stud;;;piemonte;laurea in corso;2;intervista semistrutturata;in croce rossa cioè // qualcos~ non le cose tristi però // okay ti racconto la storia più bella della mia vita se vuoi //;va bene;// basta che il registratore non si scarichi // va bene // ehm // allora il capodanno del duemila mh // diciassette // mh mh;;;;;1;;;;1;;;;;;;;;;;;;;;;;;;;;0;;;;
TOC1003;#180951;doc#24;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=TOC1003&begin=999257&end=1003957;999257;1003957;TOC1003;;00:17:47;;https://search.corpuskiparla.it/corpus/conversations/TOC1003.html;https://search.corpuskiparla.it/corpus/conversations/TOC1003_jefferson.html;56-60;M;;intell;;;piemonte;phd;2;esame;severità a seconda del mercato di cui si tratta // esatto è gioco chi~ è parte chiamata in causa // sì // sì // comunque;va bene;i tipi li abbiamo individuati // direi che è sufficienteehmh direi che la sua è una buona preparazione mhmh // diciamo;;;;;1;;;;;;;;;;;;1;;;;;;;;;;;;;0;;;;
BOD2007;#192238;doc#26;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=BOD2007&begin=972896&end=979587;972896;979587;BOD2007;;00:28:12;;https://search.corpuskiparla.it/corpus/conversations/BOD2007.html;https://search.corpuskiparla.it/corpus/conversations/BOD2007_jefferson.html;21-25;M;;stud;;;emilia-romagna;laurea in corso;2;intervista semistrutturata;è chiaro che trovarsi // insomma ci vogliono i momenti cioè tutta la famiglia adesso ci troviamo una volta al mese to'' se;va bene;// mh non tanto di p~ cioè per le~ per i tempi forti diciamo pasqua natale così eh // per le // okay // e dove vi trovate? // ci;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;
BOD2007;#193259;doc#26;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=BOD2007&begin=1285036&end=1285755;1285036;1285755;BOD2007;;00:28:12;;https://search.corpuskiparla.it/corpus/conversations/BOD2007.html;https://search.corpuskiparla.it/corpus/conversations/BOD2007_jefferson.html;21-25;F;;stud;;;emilia-romagna;laurea in corso;2;intervista semistrutturata;// xxx sono abbastanza sono abbastanza presi male un giorno // no però sì per il resto dai // per il resto no alla fine //;va bene;// e c'' è stato un momento più bello che hai condiviso con i tuoi compagni di viaggio? // quest'' anno dici? // sì // momento;;;;;1;;;;;;;;;;;1;1;;;;;;;;;;;;;1;;;;
BOD2007;#193879;doc#26;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=BOD2007&begin=1490150&end=1490701;1490150;1490701;BOD2007;;00:28:12;;https://search.corpuskiparla.it/corpus/conversations/BOD2007.html;https://search.corpuskiparla.it/corpus/conversations/BOD2007_jefferson.html;21-25;F;;stud;;;emilia-romagna;laurea in corso;2;intervista semistrutturata;no poi vabè insomma essendo uomo non ho tutta questa paura al massimo scappo via se mi insegue // xxx // per il più forte //;va bene;// mh no però sì mh mi piace molto andare a correre lì ma perché mh // cioè per un attimo // cioè non sento i rumori delle;;;;;1;;;;1;;;;;;;;;;;;;;;;;;;;;0;;;;
PBC023;#201504;doc#27;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBC023&begin=2978636&end=2979794;2978636;2979794;PBC023;;00:51:25;;https://search.corpuskiparla.it/corpus/conversations/PBC023.html;https://search.corpuskiparla.it/corpus/conversations/PBC023_jefferson.html;66-70;F;;pens;;;emilia-romagna;med;2;intervista semistrutturata;è che sia un lavoro onesto io l''ho sempre pensato così // l''importante è che uno faccia un lavoro onesto e poi eh //;va bene;tutto insomma // però sti giovani secondo me dovrebbero // infatti adesso stanno // stanno si stan lamentando anche le;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;
PTB026;#244318;doc#34;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTB026&begin=2673317&end=2675993;2673317;2675993;PTB026;;01:07:53;;https://search.corpuskiparla.it/corpus/conversations/PTB026.html;https://search.corpuskiparla.it/corpus/conversations/PTB026_jefferson.html;26-30;M;;intell;;;piemonte;phd;3;intervista semistrutturata;che viaggia su // mh // no non lo sapevo // fanno la navetta // preferisci un altro quella naturale grappa o questa? // no;va bene;quella eh va benissimo quella // va bene? // #va bin custa si // ma per te va bene questa mario // #perché cumandu mi // ma sì;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;
PTB026;#246455;doc#34;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTB026&begin=3482803&end=3484102;3482803;3484102;PTB026;;01:07:53;;https://search.corpuskiparla.it/corpus/conversations/PTB026.html;https://search.corpuskiparla.it/corpus/conversations/PTB026_jefferson.html;71-75;M;;pens;;;piemonte;med;3;intervista semistrutturata;// i genitori di adesso // eh // o anche quelli di una volta // proibiscono i figli di imparare i dialetti // e per me non;va bene;// perché tutti mi rispondono ma sì lo capisco però non lo parlo i figli // mh // dei genitori // é non so perché c''é sta moda;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;
TOA3012;#272094;doc#37;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=TOA3012&begin=127349&end=129233;127349;129233;TOA3012;;18:02:00;;https://search.corpuskiparla.it/corpus/conversations/TOA3012.html;https://search.corpuskiparla.it/corpus/conversations/TOA3012_jefferson.html;21-25;F;;stud;;;lombardia;laurea in corso;4;conversazione libera;con rossi? // sì // cioè // abbiamo fatto linguistica italiana e tutta la cosa relativa ai dialetti // bello bello;va bene;ci sta // un botto figo secondo me // cioè a me non mi fa impazzire // non è il mio preferito però // perfetto ho accettato;;;;;1;1;;;1;;;;;;;;;;;;;;;;;;;;;0;;;;
TOA3012;#272171;doc#37;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=TOA3012&begin=148581&end=149444;148581;149444;TOA3012;;18:02:00;;https://search.corpuskiparla.it/corpus/conversations/TOA3012.html;https://search.corpuskiparla.it/corpus/conversations/TOA3012_jefferson.html;21-25;F;;stud;;;lombardia;laurea in corso;4;conversazione libera;in cui hai frequentato le superiori // eh mo non me lo ricordo // sempre torino torino torino torino // anche voi // sì;va bene;va bene // ehm what is the date of this day? // diceva quindici // ue esce game of thrones // sì è uscito ieri notte // ieri è;;;;;1;;;;1;;;;;;;;;;;;;;;;;;;;;0;;;;
KPS021;#284837;doc#39;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPS021&begin=659374&end=659840;659374;659840;KPS021;;00:54:20;;https://search.corpuskiparla.it/corpus/conversations/KPS021.html;https://search.corpuskiparla.it/corpus/conversations/KPS021_jefferson.html;26-30;F;;stud;;;campania;laurea in corso;3;pasto;che tengo la vogliamo arrostire? // adesso tipo // cioè non ce la mangiamo adesso però // lo facciamo per domani magari //;va bene;// ma perché la zucchinona non l''avevi già fatta? // amo'' erano due zucchinone // xx zucchinone // una l''ho fatta l''altra;;;;;1;;;;1;;;;;;;;;;;;;;;;;;;;;0;;;;
KPS021;#288448;doc#39;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPS021&begin=1762528&end=1766288;1762528;1766288;KPS021;;00:54:20;;https://search.corpuskiparla.it/corpus/conversations/KPS021.html;https://search.corpuskiparla.it/corpus/conversations/KPS021_jefferson.html;26-30;F;;stud;;;campania;laurea in corso;3;pasto;// mo ci mangiamo il gelato così ti facciamo stare felice // ecco qua // aspe'' xx jà digeriamo // sì mi fumo una sigaretta //;va bene;mi vuoi portare anche il mio cellula~ ? ah stai qua vabbè non fa niente // ti serve urgente? // no no era giusto se andavi in;;;;;1;;;;1;;;;;;;1;;;;;;;;;;;;;;1;;;;
TOA3008;#295503;doc#40;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=TOA3008&begin=1533040&end=1533858;1533040;1533858;TOA3008;;01:31:46;;https://search.corpuskiparla.it/corpus/conversations/TOA3008.html;https://search.corpuskiparla.it/corpus/conversations/TOA3008_jefferson.html;21-25;M;;stud;;;campania;laurea in corso;4;conversazione libera;ma perché deve fare male? // non so forse è più più impressione mh // cioè prima tropp~ prima troppo poco e adesso troppo //;va bene;così // certo che va bene così // eh // e allora praticamente // figure di // certo // xxxxxxxxxx // aspetta deve essere;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;"""va bene così"" SD O NO?";;;
TOA3008;#295509;doc#40;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=TOA3008&begin=1534030&end=1535393;1534030;1535393;TOA3008;;01:31:46;;https://search.corpuskiparla.it/corpus/conversations/TOA3008.html;https://search.corpuskiparla.it/corpus/conversations/TOA3008_jefferson.html;21-25;F;;stud;;;sicilia;laurea in corso;4;conversazione libera;// non so forse è più più impressione mh // cioè prima tropp~ prima troppo poco e adesso troppo // va bene così // certo che;va bene;così // eh // e allora praticamente // figure di // certo // xxxxxxxxxx // aspetta deve essere perfetto xx xx così // sì era;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;idem del 66;;;
TOA3008;#298664;doc#40;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=TOA3008&begin=2628356&end=2629031;2628356;2629031;TOA3008;;01:31:46;;https://search.corpuskiparla.it/corpus/conversations/TOA3008.html;https://search.corpuskiparla.it/corpus/conversations/TOA3008_jefferson.html;21-25;F;;stud;;;sicilia;laurea in corso;4;conversazione libera;a tanti interventi iperspecialistici // invece si sia dato risalto anche a questo anche a quest'' aspetto // mh mh //;va bene;// e io lì per lì l'' avevo detto avevo pensato non sono abbastanza specialistico // però poi lui nella mail ha detto // eh;;;;;1;;;;1;;;;;;;;;;;;;;;;;;;;;0;;;;
