Reference;Token number;Document number;Anno di raccolta;annotation.audio_file;annotation.begin;annotation.end;annotation.participant_code;conversation.code;conversation.duration;conversation.topic;doc.full_conversation;doc.full_jefferson;Età;Genere;Luogo di raccolta;Occupazione;Presenza di moderatore;Rapporto tra i partecipanti;Regione di provenienza;Titolo di studio;Numero di partecipanti;Tipo di interazione;Left;KWIC;Right;Non SD;"Omissione: omettendo ""sai"" cambia il senso della predicazione";"Sintassi: ""sai"" regge una subordinata secondaria (es. sai che…)";"Prosodia: ""sai"" non costituisce un'unità prosodica indipendente";SD;Cumulo;Presa di turno;Richiesta di accordo/conferma;Manifestazione di accordo;Conferma dell'attenzione;Interruzione;Cessione del turno;Marcatura della conoscenza condivisa;Richiesta di attenzione;Strategie di cortesia;Gestione del topic: introduzione o ripresa di topic;Chiusura di un topic;Prolettico, marca di formulazione: ecco;Riformulazione;Marcatura di citazione/discorso riportato;Esemplificazione;Filler, riempimento dei tempi di formulazione;General extenders e marche di generalizzazione;Marcatura dell'inferenza;Modulazione del grado di confidenza del parlante;Approssimazione;Specificazione;Attenuazione;Intensificazione;Polifunzionalità;Dubbî;Commenti;Macrofunzioni;Microfunzioni
PTD016;#771376;doc#96;2019;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTD016&begin=2613013&end=2616113;2613013;2616113;TOR004;PTD016;00:55:23;fisso;https://search.corpuskiparla.it/corpus/conversations/PTD016.html;https://search.corpuskiparla.it/corpus/conversations/PTD016_jefferson.html;21-25;F;TO;stud;sì;asimmetrico;piemonte;laurea in corso;4;intervista semistrutturata;// ma tu la sa~ voi la sapete la storia di mia nonna e la bresaola? // no // forse sì non so non mi ricordo // praticamente //;sai;che mia nonna aveva il banco? che vendeva i salumi? // eh // eh praticamente l''hanno portata a vedere il museo egizio // e;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PBB025;#776160;doc#97;2023;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBB025&begin=507684&end=509592;507684;509592;BOI092;PBB025;00:45:12;fisso;https://search.corpuskiparla.it/corpus/conversations/PBB025.html;https://search.corpuskiparla.it/corpus/conversations/PBB025_jefferson.html;51-55;F;BO;artig;sì;asimmetrico;emilia-romagna;med;2;intervista semistrutturata;per altri lavorano e quindi // tu quando eri piccola fes~ cioè era festeggiava san petronio? // eh // a // la mia famiglia;sai;che non mi ricordo // boh non me lo ricordo cioè proprio // però le scuole venivano chiuse // eh anche questo sai che non me;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PBB025;#781846;doc#97;2023;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBB025&begin=2623280&end=2630523;2623280;2630523;BOI092;PBB025;00:45:12;fisso;https://search.corpuskiparla.it/corpus/conversations/PBB025.html;https://search.corpuskiparla.it/corpus/conversations/PBB025_jefferson.html;51-55;F;BO;artig;sì;asimmetrico;emilia-romagna;med;2;intervista semistrutturata;così mi piace molto // e poi cos''è che guar~ // ah adesso c''è quella del ballo // che fanno i balli di gruppo quindi io;sai;facendo balli di gruppo guardo anche quella lì e joy e rina non so com''è che si chiama // okay // però ehm // quindi vabbè;;;;;1;;;;;;;;1;;;;;;;;;;;1;;;;;;1;;;Interazionale & Cognitiva;Marcatura della conoscenza condivisa & Marcatura dell'inferenza
PBB020;#784575;doc#99;2022;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBB020&begin=630488&end=638388;630488;638388;BOI059;PBB020;00:33:08;fisso;https://search.corpuskiparla.it/corpus/conversations/PBB020.html;https://search.corpuskiparla.it/corpus/conversations/PBB020_jefferson.html;36-40;F;BO;intell;sì;asimmetrico;emilia-romagna;laurea;2;intervista semistrutturata;sul nuovo posto // esatto sul~ esatto // ed è fondamentale eh // #sì anche perchè altrimenti ascolta mi dai il tiro? tu non;sai;cos''è dici cosa devo fare di questo campanello in cui c''è scritto tiro? // // #io le prime volte ero sconvolto da dammi un;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
KPS010;#791831;doc#100;2020;https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPS010&begin=874084&end=875604;874084;875604;PKP047;KPS010;00:31:17;libero;https://search.corpuskiparla.it/corpus/conversations/KPS010.html;https://search.corpuskiparla.it/corpus/conversations/KPS010_jefferson.html;21-25;M;BR;intell;no;simmetrico;puglia;phd;4;pasto;di più quella lievitata // domani ti svegli ti svegli con me alle otto e andiamo a camminare // no? è il volume // mai //;sai;chi mi sembrano tourettici? // quelli di x factor // quelli di x factor? // con i capelli a quella con i capelli rasati;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
KPS010;#792874;doc#100;2020;https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPS010&begin=1290470&end=1290918;1290470;1290918;PKP047;KPS010;00:31:17;libero;https://search.corpuskiparla.it/corpus/conversations/KPS010.html;https://search.corpuskiparla.it/corpus/conversations/KPS010_jefferson.html;21-25;M;BR;intell;no;simmetrico;puglia;phd;4;pasto;le provincie // dovremmo chiederlo infatti // xx se lo avessero nonon sarebbe da richiedere // siccome è un sogno // lo;sai;che comun~ // i sogni son // io comunque sono a favore della lombardia a statuto speciale lo sai? // desideri // eh si ormai;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
KPC009;#795573;doc#101;2022;https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPC009&begin=419820&end=422880;419820;422880;PKP090;KPC009;01:04:17;libero;https://search.corpuskiparla.it/corpus/conversations/KPC009.html;https://search.corpuskiparla.it/corpus/conversations/KPC009_jefferson.html;21-25;F;PG;stud;no;simmetrico;umbria;laurea in corso;3;pasto;ma ''ndo va ? // semo vecchie // amh l''itis // non te lo volevo di'' // eh ? // all''itis // davvero io nno lo sapevo // si // mo'' lo;sai;si fa il primo // ma scusa quindi // de l''itis // e come va? // xxx quindici anni quanto c''ha il tuo fratello'' // male? // mh //;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
KPC009;#800814;doc#101;2022;https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPC009&begin=1705121&end=1706838;1705121;1706838;PKP090;KPC009;01:04:17;libero;https://search.corpuskiparla.it/corpus/conversations/KPC009.html;https://search.corpuskiparla.it/corpus/conversations/KPC009_jefferson.html;21-25;F;PG;stud;no;simmetrico;umbria;laurea in corso;3;pasto;e basta // #so ita al bagno gli ho detto me raccomando non pagare me raccomando non pagare so'' ita al bagno ha pagato // lo;sai;no // gli ho fatto quando è pagato ? gli ho detto perchè so'' curiosa diciott''euro quanto ? gli ho detto ? diciotto euro? non;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
KPC009;#800868;doc#101;2022;https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPC009&begin=1719717&end=1723141;1719717;1723141;PKP090;KPC009;01:04:17;libero;https://search.corpuskiparla.it/corpus/conversations/KPC009.html;https://search.corpuskiparla.it/corpus/conversations/KPC009_jefferson.html;21-25;F;PG;stud;no;simmetrico;umbria;laurea in corso;3;pasto;non em preso niente eh // diciotto euro // madonna // ma el s''è // quell''altra metà ( dei soldi) è la mia gli ho ditto // ma lo;sai;n''dove avevano portato tanta roba ? // a arezzo è visto ''ndo c''è zara ? // mh // visto che c''è un barrettino davanti lì;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
KPN025;#809141;doc#102;2020;https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPN025&begin=51400&end=51806;51400;51806;PKP108;KPN025;00:31:32;libero;https://search.corpuskiparla.it/corpus/conversations/KPN025.html;https://search.corpuskiparla.it/corpus/conversations/KPN025_jefferson.html;81-85;F;FC;intell;no;simmetrico;marche;laurea;4;pasto;puoi mangiare tutti i giorni // secondo me non ha senso andare stasera perché se piove // c''è lì è anche al all''aperto // ma;sai;// questo tempo // ormai ultimamente è molto // balzano // eh // e quindi // da un momento all''altro può smettere può;;;;;1;1;;;;;;;1;;;;;;;;;;;;;;;;;;;;Interazionale;Marcatura della conoscenza condivisa
KPN025;#815979;doc#102;2020;https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPN025&begin=1746613&end=1746926;1746613;1746926;PKP108;KPN025;00:31:32;libero;https://search.corpuskiparla.it/corpus/conversations/KPN025.html;https://search.corpuskiparla.it/corpus/conversations/KPN025_jefferson.html;81-85;F;FC;intell;no;simmetrico;marche;laurea;4;pasto;x // pure tutto sto allarmi~ // cioè // okay un minimo sì // però // quando si passa dall''altra parte è troppo // eh // eh xx //;sai;// lei ha perso la madre // che non è tanto // mhmh // infatti anche quello // allora xx // sì ma non l''ha persa mica per il;;;;;1;1;;1;;;;;1;;;;;;;;;;;;;;;;;1;;;Interazionale;Richiesta di accordo/conferma & Marcatura della conoscenza condivisa
PBA013;#825016;doc#104;2023;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBA013&begin=1177664&end=1180966;1177664;1180966;BOI074;PBA013;00:55:52;fisso;https://search.corpuskiparla.it/corpus/conversations/PBA013.html;https://search.corpuskiparla.it/corpus/conversations/PBA013_jefferson.html;21-25;M;BO;uff;sì;asimmetrico;emilia-romagna;dip_tec_prof;3;intervista semistrutturata;futuro lo vedi // con vabbè ovviamente una persona accanto un figlio una figlia un bambino ics // mhmh // mh x // sì oddio;sai;non ho pensato tanto a // con chi av~ perchè sai ci sono anche papà e madri // x // single quello sì // sole // certo certo //;;;;;1;;;;;;;;;;;;;;;;;1;;;;;;;;;;;Metatestuale;Filler, riempimento dei tempi di formulazione
PBA013;#825027;doc#104;2023;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBA013&begin=1181305&end=1184213;1181305;1184213;BOI074;PBA013;00:55:52;fisso;https://search.corpuskiparla.it/corpus/conversations/PBA013.html;https://search.corpuskiparla.it/corpus/conversations/PBA013_jefferson.html;21-25;M;BO;uff;sì;asimmetrico;emilia-romagna;dip_tec_prof;3;intervista semistrutturata;accanto un figlio una figlia un bambino ics // mhmh // mh x // sì oddio sai non ho pensato tanto a // con chi av~ perchè;sai;ci sono anche papà e madri // x // single quello sì // sole // certo certo // alla fin dei conti basta trovar l''amore // cioè;;;;;1;;;;;;;;1;;;;;;;;;1;;;;;;;;1;;;Interazionale & Metatestuale;Marcatura della conoscenza condivisa & Filler, riempimento dei tempi di formulazione
PBA013;#825532;doc#104;2023;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBA013&begin=1317848&end=1321967;1317848;1321967;BOI074;PBA013;00:55:52;fisso;https://search.corpuskiparla.it/corpus/conversations/PBA013.html;https://search.corpuskiparla.it/corpus/conversations/PBA013_jefferson.html;21-25;M;BO;uff;sì;asimmetrico;emilia-romagna;dip_tec_prof;3;intervista semistrutturata;una volta no? sicuramente lo avrò lo devo avere // no no certo // adesso giustamente c''è molta più titubanza perché non;sai;cosa ti aspetta il giorno dopo // sì // assolutamente // vabbè // // è un mondo complesso // eh sì // eh invece no allora mi va;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PBA013;#826387;doc#104;2023;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBA013&begin=1527616&end=1530977;1527616;1530977;BOI074;PBA013;00:55:52;fisso;https://search.corpuskiparla.it/corpus/conversations/PBA013.html;https://search.corpuskiparla.it/corpus/conversations/PBA013_jefferson.html;21-25;M;BO;uff;sì;asimmetrico;emilia-romagna;dip_tec_prof;3;intervista semistrutturata;che non finirà mai // mhmh // cioè i membri si continuano a sostituire fino all''infinito // aggiornamento // ma ma;sai;come mai è arrivata questa cosa qua del nome cugini di campagna? // sì // perch~ gliel''hanno chiesto e loro fa beh // per la;1;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PBA013;#826823;doc#104;2023;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBA013&begin=1650191&end=1653475;1650191;1653475;BOR018;PBA013;00:55:52;fisso;https://search.corpuskiparla.it/corpus/conversations/PBA013.html;https://search.corpuskiparla.it/corpus/conversations/PBA013_jefferson.html;21-25;F;BO;stud;sì;asimmetrico;calabria;laurea in corso;3;intervista semistrutturata;anche prima di queste espressioni bolognesi poi tu avevi detto // che non è // bolognese dialetto ma è gergo // sì // tu che;sai;tutte queste cose fammi tipo degli esempi di proprio di // parole bolognesi che non sono proprio italiane // allora;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PBA013;#828690;doc#104;2023;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBA013&begin=2154723&end=2156194;2154723;2156194;BOR018;PBA013;00:55:52;fisso;https://search.corpuskiparla.it/corpus/conversations/PBA013.html;https://search.corpuskiparla.it/corpus/conversations/PBA013_jefferson.html;21-25;F;BO;stud;sì;asimmetrico;calabria;laurea in corso;3;intervista semistrutturata;che non ti piace secondo me è rimini // xx // no il contrario ravenna // no // sul serio? ti piace più rimini di // ma s~ no;sai;perché // no perché siam // sono andata vabbè era sempre con matteo // a ravenna siamo andati una domenica domenica tutto;1;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PBA013;#830461;doc#104;2023;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBA013&begin=2625070&end=2628666;2625070;2628666;BOI074;PBA013;00:55:52;fisso;https://search.corpuskiparla.it/corpus/conversations/PBA013.html;https://search.corpuskiparla.it/corpus/conversations/PBA013_jefferson.html;21-25;M;BO;uff;sì;asimmetrico;emilia-romagna;dip_tec_prof;3;intervista semistrutturata;// io l''ho visto // però cioè troppe scene splatter // sì ma è esagerato cioè dopo che ne guardi uno o due tutti gli altri;sai;già come // io poi ho guarda~ vabbè tipo di s~ // mh de come si chiama quello con samara non mi ricordo il nome // sono tipo //;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PBA013;#832466;doc#104;2023;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBA013&begin=3104102&end=3104692;3104102;3104692;BOI074;PBA013;00:55:52;fisso;https://search.corpuskiparla.it/corpus/conversations/PBA013.html;https://search.corpuskiparla.it/corpus/conversations/PBA013_jefferson.html;21-25;M;BO;uff;sì;asimmetrico;emilia-romagna;dip_tec_prof;3;intervista semistrutturata;// xxx // eh però sai adesso con le ultime indicazioni dall''alto mi sa che cambiano molto la trama // in che senso? // beh;sai;// uccidono i // abb~ // // dai sai comunque si parla comunque già all''epoca fece scalpore del fatto un bacio gay // ah // ah;;;;;1;1;;;;;;;;;;;;;;;;1;;1;;;;;;1;;;Metatestuale & Cognitiva;Filler, riempimento dei tempi di formulazione & Marcatura dell'inferenza
PBA013;#832475;doc#104;2023;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBA013&begin=3108230&end=3112354;3108230;3112354;BOI074;PBA013;00:55:52;fisso;https://search.corpuskiparla.it/corpus/conversations/PBA013.html;https://search.corpuskiparla.it/corpus/conversations/PBA013_jefferson.html;21-25;M;BO;uff;sì;asimmetrico;emilia-romagna;dip_tec_prof;3;intervista semistrutturata;le ultime indicazioni dall''alto mi sa che cambiano molto la trama // in che senso? // beh sai // uccidono i // abb~ // // dai;sai;comunque si parla comunque già all''epoca fece scalpore del fatto un bacio gay // ah // ah alla rai è vero // eh capito eh;;;;;1;1;;;;;;;;;;1;;;;;;;;;;;;;;;;;Metatestuale;Gestione del topic: introduzione o ripresa di topic
KPS025;#837393;doc#105;2020;https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPS025&begin=1530828&end=1534073;1530828;1534073;PKP132;KPS025;00:34:04;libero;https://search.corpuskiparla.it/corpus/conversations/KPS025.html;https://search.corpuskiparla.it/corpus/conversations/KPS025_jefferson.html;61-65;F;CE;pens;no;simmetrico;campania;dip_tec_prof;3;pasto;// sì soggiornare però hanno fatto tre giorni // poco pochissimo // ma loro accettavano il bonus vacanza? // no;sai;che non ce l''ho chiesto xx mi sa che non lo accettava // no troppo in per accettare il bonus vacanza // ah sì? // non credo;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PBA021;#839946;doc#106;2023;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBA021&begin=433068&end=434719;433068;434719;BOR030;PBA021;00:45:31;fisso;https://search.corpuskiparla.it/corpus/conversations/PBA021.html;https://search.corpuskiparla.it/corpus/conversations/PBA021_jefferson.html;21-25;F;BO;stud;sì;asimmetrico;emilia-romagna;laurea in corso;2;intervista semistrutturata;cosa però in generale è molto bello poi so che a bologna fanno tante feste su il quattro di ottobre quindi // ad esempio?;sai;qualcosa? // mh x so che comunque delle m~ manifestazioni per l''appunto in piazza e poi se non mi sbaglio fanno una specie;1;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PBA021;#842030;doc#106;2023;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBA021&begin=1135912&end=1140197;1135912;1140197;BOI090;PBA021;00:45:31;fisso;https://search.corpuskiparla.it/corpus/conversations/PBA021.html;https://search.corpuskiparla.it/corpus/conversations/PBA021_jefferson.html;21-25;F;BO;stud;sì;asimmetrico;emilia-romagna;laurea in corso;2;intervista semistrutturata;// siam sempre stati ma // non per forza festoni troppo elaborati cioè anche stare in spiaggia tutta notte // perchè tu;sai;che tutta notte in spiaggia ci sarà la musica ci saranno i bar // posti in cui ci si può divertire senza fare danni ecco //;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PBA021;#843464;doc#106;2023;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBA021&begin=1625710&end=1628303;1625710;1628303;BOI090;PBA021;00:45:31;fisso;https://search.corpuskiparla.it/corpus/conversations/PBA021.html;https://search.corpuskiparla.it/corpus/conversations/PBA021_jefferson.html;21-25;F;BO;stud;sì;asimmetrico;emilia-romagna;laurea in corso;2;intervista semistrutturata;in piazza maggiore // sì assolutamente ci sono anche stata // mh che film hai visto? // l''anno // allora // quell''anno;sai;che non me lo ricordo // non me lo ricordo però ci sono stata // ed è stato bellissimo // non mi ricordo che film ho visto ci;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOA3004;#846971;doc#107;2017/18;https://search.corpuskiparla.it/corpus/player/player.cgi?code=BOA3004&begin=75054&end=76052;75054;76052;BO021;BOA3004;01:15:39;libero;https://search.corpuskiparla.it/corpus/conversations/BOA3004.html;https://search.corpuskiparla.it/corpus/conversations/BOA3004_jefferson.html;21-25;F;BO;stud;no;simmetrico;campania;laurea in corso;4;conversazione libera;tutte le nostre robbe infizzate nei vari spazi // perché mh c'' è è un po'' piccolo per cinque persone // sì vabbè;sai;// no poi sono arrivati anche i genitori di antonio che gli hanno portato un sacco di cibo da giù robe eccetera // c'' erano;;;;;1;1;;;;;;;;;;;;;;;;1;;;;;;;;;;;Metatestuale;Filler, riempimento dei tempi di formulazione
BOA3004;#848099;doc#107;2017/18;https://search.corpuskiparla.it/corpus/player/player.cgi?code=BOA3004&begin=426242&end=427305;426242;427305;BO046;BOA3004;01:15:39;libero;https://search.corpuskiparla.it/corpus/conversations/BOA3004.html;https://search.corpuskiparla.it/corpus/conversations/BOA3004_jefferson.html;21-25;F;BO;stud;no;simmetrico;trentino-alto-adige;laurea in corso;4;conversazione libera;sì // ori non so perchè so che sara e ori hanno un po'' litigacchiato // chi? // sara e ori // sara l'' amica di giada? // mh mh //;sai;che vive da lei? // mh mh // però comunque ha avuto sua sorella ida sto weekend // ah è vero // sì che l'' ho sentita // mi so'';1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOA3004;#850258;doc#107;2017/18;https://search.corpuskiparla.it/corpus/player/player.cgi?code=BOA3004&begin=1150863&end=1151810;1150863;1151810;BO046;BOA3004;01:15:39;libero;https://search.corpuskiparla.it/corpus/conversations/BOA3004.html;https://search.corpuskiparla.it/corpus/conversations/BOA3004_jefferson.html;21-25;F;BO;stud;no;simmetrico;trentino-alto-adige;laurea in corso;4;conversazione libera;un fattore di fibre cose varie // il frullato è stato frullato // mentre il centrifugato è stato centrifugato // no;sai;cosa? // adesso l'' ho trovata aspettate aspettate ho la differenza // quando fai un frullato tipo di frutti o di verdure;1;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
