Reference;Token number;Document number;Anno di raccolta;annotation.audio_file;annotation.begin;annotation.end;annotation.participant_code;conversation.code;conversation.duration;conversation.topic;doc.full_conversation;doc.full_jefferson;Età;Genere;Luogo di raccolta;Occupazione;Presenza di moderatore;Rapporto tra i partecipanti;Regione di provenienza;Titolo di studio;Numero di partecipanti;Tipo di interazione;Left;KWIC;Right;Non SD;Test 1;Test 2;Test 3;SD;Cumulo;Presa di turno;Richiesta di accordo/conferma;Conferma dell'attenzione;Interruzione;Cessione del turno;Marcatura della conoscenza condivisa;Richiesta di attenzione;Strategie di cortesia;Introduzione di topic/passaggio a un nuovo topic/ripresa di un topic allora, quindi, dopo di che ecc.;Chiusura di un topic;Riformulazione;Digressione;Marcatura di citazione/discorso riportato;Esemplificazione;Marcatura dell'inferenza;Modulazione del grado di confidenza del parlante;Intensificazione;Polifunzionalità
BOA1013;#482102;doc#71;2017/18;https://search.corpuskiparla.it/corpus/player/player.cgi?code=BOA1013&begin=863795&end=867270;863795;867270;BO026;BOA1013;00:16:47;libero;https://search.corpuskiparla.it/corpus/conversations/BOA1013.html;https://search.corpuskiparla.it/corpus/conversations/BOA1013_jefferson.html;56-60;F;BO;2;intell;no;asimmetrico;basilicata;ricevimento studenti;phd;dei capitoli la inserisce anche nell'' indice così quando la manda io ho di nuovo il quadro // va bene certo // okay // però;direi;mh eh di procedere in questo modo // mhmh // questa chiarezza con la divisione in paragrafi in questo mo~ // modo //;1;;;;;;;;;;;;;;;;;;;;;;;0
PBA011;#516547;doc#77;2022;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBA011&begin=695000&end=695644;695000;695644;BOR021;PBA011;00:39:11;fisso;https://search.corpuskiparla.it/corpus/conversations/PBA011.html;https://search.corpuskiparla.it/corpus/conversations/PBA011_jefferson.html;21-25;F;BO;3;stud;sì;asimmetrico;sicilia;intervista semistrutturata;laurea in corso;comunque // appunto come dicevo prima bologna viene conosciuta molto // tramite i portici perchè son famosini no? // eh;direi;// anche se tu vai a vedere se tu scrivi bologna su internet ti escono le foto di san luca // san luca è composto da // maggior;;;;;1;;;;1;;;;;;;;;;;;;;1;1
TOD2015;#522785;doc#78;2019;https://search.corpuskiparla.it/corpus/player/player.cgi?code=TOD2015&begin=18268&end=24850;18268;24850;TO071;TOD2015;00:30:52;fisso;https://search.corpuskiparla.it/corpus/conversations/TOD2015.html;https://search.corpuskiparla.it/corpus/conversations/TOD2015_jefferson.html;31-35;M;TO;2;stud;sì;simmetrico;abruzzo;intervista semistrutturata;laurea in corso;okay? // ma non eh astrattamente ti chiederò di parlare delle tue case okay? // puoi parire da quello che ti pare però io;direi;che partiamo dal duemiladiciotto // okay? // d'' accordo // nel duemiladiciotto dove hai vissuto quali sono state o;1;;;;;;;;;;;;;;;;;;;;;;;0
TOD2015;#526451;doc#78;2019;https://search.corpuskiparla.it/corpus/player/player.cgi?code=TOD2015&begin=1098908&end=1101953;1098908;1101953;TO073;TOD2015;00:30:52;fisso;https://search.corpuskiparla.it/corpus/conversations/TOD2015.html;https://search.corpuskiparla.it/corpus/conversations/TOD2015_jefferson.html;21-25;F;TO;2;stud;sì;simmetrico;piemonte;intervista semistrutturata;laurea in corso;ragazzo poi rapporto conflittuale con la ragazza x // con lei poi in realtà da lì è nata una sorta di // amicizia morbosa;direi;ecco // ah ah // la definirei così nel senso che mh lei è entrata molto nel mio gruppo di amiche proprio // eh oltre che nella;;;;;1;1;;;;;;;;;;;;;;;;1;;0
PTD022;#551038;doc#84;2019;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTD022&begin=395643&end=400240;395643;400240;TOI009;PTD022;00:13:11;fisso;https://search.corpuskiparla.it/corpus/conversations/PTD022.html;https://search.corpuskiparla.it/corpus/conversations/PTD022_jefferson.html;31-35;M;TO;2;comm;sì;asimmetrico;piemonte;intervista semistrutturata;dip_tec_prof;ci~ // sì // da qualunque parte // non è un problema // ci sono cose che miglioreresti della tua zona? // ma no // no no no;direi;che va bene meno casino alla sera ma in realtà mi va mi va ancora bene // okay // ancora // trovi tutto nel tuo quartiere o ti;1;;;;;;;;;;;;;;;;;;;;;;;0
PTB025;#590613;doc#90;2019;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTB025&begin=3274152&end=3276234;3274152;3276234;TOR001;PTB025;01:09:45;fisso;https://search.corpuskiparla.it/corpus/conversations/PTB025.html;https://search.corpuskiparla.it/corpus/conversations/PTB025_jefferson.html;26-30;F;TO;4;intell;sì;asimmetrico;lombardia;intervista semistrutturata;phd;// ma proprio una mia idea e // loro sono // a loro piace insomma // mh mh mh mh // beh quindi vi mantenete molto in attività;direi;eh? // xx // sì sì // sì molto // allora // // la x // io purtroppo cioè ho ho tutto l''ambaradanmh // della casa per cui quello;;;;;1;1;;1;;;;;;;;;;;;;;;1;1
PBA010;#602794;doc#93;2023;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBA010&begin=99490&end=108315;99490;108315;BOI069;PBA010;00:31:17;fisso;https://search.corpuskiparla.it/corpus/conversations/PBA010.html;https://search.corpuskiparla.it/corpus/conversations/PBA010_jefferson.html;21-25;M;BO;2;artig;sì;asimmetrico;emilia-romagna;intervista semistrutturata;med;traffico quindi una zona molto rilassante // mh bene bene // ma è collegata bene con bologna? cioè con i mezzi //;direi;abbastanza bene fuo~ subito fuori dalla via dove abito una linea di autobus che mi arriva direttamente in stazione in;;;;;1;;;;;;;;;;;;;;;;;1;;0
PBA010;#603809;doc#93;2023;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBA010&begin=455503&end=460813;455503;460813;BOI069;PBA010;00:31:17;fisso;https://search.corpuskiparla.it/corpus/conversations/PBA010.html;https://search.corpuskiparla.it/corpus/conversations/PBA010_jefferson.html;21-25;M;BO;2;artig;sì;asimmetrico;emilia-romagna;intervista semistrutturata;med;a ferrara // ah // però a essere sinceri tra bologna e ferrara // un po'' gli mo~ i bolognesi mi odieranno per questo però;direi;che preferisco ferrara perché è un po'' più piccola // // mhmh certo // però è mh un po'' più tranquilla nel senso viv~ ~ssuta;1;;;;;;;;;;;;;;;;;;;;;;;0
PBA010;#606752;doc#93;2023;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBA010&begin=1559872&end=1562518;1559872;1562518;BOI069;PBA010;00:31:17;fisso;https://search.corpuskiparla.it/corpus/conversations/PBA010.html;https://search.corpuskiparla.it/corpus/conversations/PBA010_jefferson.html;21-25;M;BO;2;artig;sì;asimmetrico;emilia-romagna;intervista semistrutturata;med;o di età diverse? // giovani // il più vecchio ha quartanta due anni // giovani? // ah okay // siete // siamo mh età media;direi;// trenta? trentadue? // siamo molto giovani e comunque è un qualcosa di // molto attuale // mhmh // l~ l''ag~ il più;;;;;1;;;;;;;;;;;;;;;;;1;;0
PTA006;#609622;doc#94;2019;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTA006&begin=643011&end=648647;643011;648647;TOI006;PTA006;01:05:12;fisso;https://search.corpuskiparla.it/corpus/conversations/PTA006.html;https://search.corpuskiparla.it/corpus/conversations/PTA006_jefferson.html;26-30;M;TO;4;comm;sì;asimmetrico;piemonte;intervista semistrutturata;dip_tec_prof;novità alle tecnologie a quello che è // ehmh no alle tecnologie no alle alle opportunità nuove mettiamola perché poi;direi;una cosa che non so // mh mh mh // però cioè nel senso che c''è un politecnico non posso dire che per le tecnologie non siamo;1;;;;;;;;;;;;;;;;;;;;;;;0
PTA006;#613114;doc#94;2019;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTA006&begin=1724912&end=1731878;1724912;1731878;TOI006;PTA006;01:05:12;fisso;https://search.corpuskiparla.it/corpus/conversations/PTA006.html;https://search.corpuskiparla.it/corpus/conversations/PTA006_jefferson.html;26-30;M;TO;4;comm;sì;asimmetrico;piemonte;intervista semistrutturata;dip_tec_prof;sono problemi nella tua zona? ci sono cose che miglioreresti? // s~ migliorerei probabilmente la viabilità ma non non;direi;questa via bisogna farla in un senso unico // e che continuano a costruire // mh // anche dove è già stracostruito;1;;;;;;;;;;;;;;;;;;;;;;;0
BOD1011;#628363;doc#96;2017/18;https://search.corpuskiparla.it/corpus/player/player.cgi?code=BOD1011&begin=2329840&end=2333981;2329840;2333981;===NONE===;BOD1011;01:26:29;fisso;https://search.corpuskiparla.it/corpus/conversations/BOD1011.html;https://search.corpuskiparla.it/corpus/conversations/BOD1011_jefferson.html;===NONE===;===NONE===;BO;1;===NONE===;no;asimmetrico;===NONE===;lezione;===NONE===;// successive non mi ricevono // quindi devono essere di casta alta così posso entrare ovunque // e // prego // quindi;direi;è della casta più alta quindi xxx xxx // sì la casta la casta più alta pe quella dei brakmani // ma non basta // deve essere //;;;;;1;1;;;;;;;;;;;;;;;1;1;;1
KPN021;#639071;doc#97;2020;https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPN021&begin=882479&end=885739;882479;885739;PKP070;KPN021;01:00:29;libero;https://search.corpuskiparla.it/corpus/conversations/KPN021.html;https://search.corpuskiparla.it/corpus/conversations/KPN021_jefferson.html;21-25;M;TV;4;stud;no;simmetrico;veneto;pasto;laurea in corso;// mh mare tipo bora bora // sì però posti freddi tipo in svezia o in finlandia io la vorrei una casa // ma casa proprio io;direi;tipo andiamo in vacanza con il nostro jet privato e fine // anche o tipo ma no casa che dev''essere per forza casa // cioè il;1;;;;;;;;;;;;;;;;;;;;;;;0
KPN021;#639923;doc#97;2020;https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPN021&begin=1146289&end=1148879;1146289;1148879;PKP072;KPN021;01:00:29;libero;https://search.corpuskiparla.it/corpus/conversations/KPN021.html;https://search.corpuskiparla.it/corpus/conversations/KPN021_jefferson.html;21-25;F;TV;4;N/A;no;simmetrico;veneto;pasto;N/A;sta qua fa tipo tutte le grafiche con il no~ i nomi // ah ah // tipo // okay // ma è stra figo // sì sì // tipo stra logo // sì // io;direi;che questo lo spegniamo perchè se no moriamo // eh // ah beh sì l''altra volta a casa mia tipo // // era un po'' // cioè è stra;1;;;;;;;;;;;;;;;;;;;;;;;0
TOD2014;#662074;doc#100;2019;https://search.corpuskiparla.it/corpus/player/player.cgi?code=TOD2014&begin=614210&end=615118;614210;615118;TO059;TOD2014;00:27:40;fisso;https://search.corpuskiparla.it/corpus/conversations/TOD2014.html;https://search.corpuskiparla.it/corpus/conversations/TOD2014_jefferson.html;21-25;F;TO;3;stud;sì;simmetrico;umbria;intervista semistrutturata;laurea in corso;no che mo siete vecchie insomma in in adolescenza okay forse adolescenti non lo siete // // più forse non lo so // madonna;direi;di no // okay // da un po'' anche // la casa delle superiori raccontatemi quando facevate le superiori dove stavate più o;;;;;1;;;;;;;;;;;;;;;;;;1;0
TOD2014;#665466;doc#100;2019;https://search.corpuskiparla.it/corpus/player/player.cgi?code=TOD2014&begin=1649663&end=1654200;1649663;1654200;TO071;TOD2014;00:27:40;fisso;https://search.corpuskiparla.it/corpus/conversations/TOD2014.html;https://search.corpuskiparla.it/corpus/conversations/TOD2014_jefferson.html;31-35;M;TO;3;stud;sì;simmetrico;abruzzo;intervista semistrutturata;laurea in corso;bruciato niente cioè // s~ c'' aveva le sue fisime diciamo // sì // un tantinello sì era molto particolare // okay // ma io;direi;che boh che ventisette minuti li abbiamo fatti vi posso liberare vi posso // xxx // eh no sì anche perchè devo andare io //;1;;;;;;;;;;;;;;;;;;;;;;;0
PTD012;#678303;doc#103;2019;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTD012&begin=348136&end=351920;348136;351920;TOI068;PTD012;01:55:04;fisso;https://search.corpuskiparla.it/corpus/conversations/PTD012.html;https://search.corpuskiparla.it/corpus/conversations/PTD012_jefferson.html;46-50;M;TO;2;intell;sì;asimmetrico;lazio;intervista semistrutturata;laurea;una roba che potevi fare così legalmente e normalmente quindi // quello c''è sempre stato // qui con questa affluenza io;direi;che sarà un paio di anni buoni // perchèbah // banalmente forse c''hanno messo un po'' a scoprirlo nel senso che // il grosso;1;;;;;;;;;;;;;;;;;;;;;;;0
PTD012;#678481;doc#103;2019;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTD012&begin=398706&end=405255;398706;405255;TOI068;PTD012;01:55:04;fisso;https://search.corpuskiparla.it/corpus/conversations/PTD012.html;https://search.corpuskiparla.it/corpus/conversations/PTD012_jefferson.html;46-50;M;TO;2;intell;sì;asimmetrico;lazio;intervista semistrutturata;laurea;quello è un treno forse più caro no? un''alta vel~ un tgv // mhmh // quindi forse quello ha indotto a metterci di meno // io;direi;diciamo dall''estate del duemiladiciassette abbiamo cominciato a vedere gente in giro anche in montagna x qua;;;;;1;1;;;;;;;;;;;;;;;;1;;0
PTD012;#687546;doc#103;2019;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTD012&begin=3228272&end=3230715;3228272;3230715;TOI068;PTD012;01:55:04;fisso;https://search.corpuskiparla.it/corpus/conversations/PTD012.html;https://search.corpuskiparla.it/corpus/conversations/PTD012_jefferson.html;46-50;M;TO;2;intell;sì;asimmetrico;lazio;intervista semistrutturata;laurea;duemiladiciassette a maggio duemiladiciannove // han calcolato circa dodicimila persone // madonna // eh // sì;direi;verosimilmente il dieci per cento minori // mh paesi più diffusi // allora l''anno scorso passavano quasi tutti al primo;;;;;1;;;;;;;;;;;;;;;;;1;;0
PBB033;#698548;doc#105;2024;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBB033&begin=2596054&end=2598699;2596054;2598699;BOR037;PBB033;00:48:35;fisso;https://search.corpuskiparla.it/corpus/conversations/PBB033.html;https://search.corpuskiparla.it/corpus/conversations/PBB033_jefferson.html;21-25;F;BO;2;stud;sì;asimmetrico;emilia-romagna;intervista semistrutturata;laurea in corso;capito // sì // // tu vai in piazza maggiore e li conti sono nove i gradini di san petronio // #è vero ro~ anche in modenese;direi;che sed nov? // hai capito? e loro // avevano questo modo delle volte di incontrarsi così per un pochino // #ironico per;1;;;;;;;;;;;;;;;;;;;;;;;0
PBB033;#699427;doc#105;2024;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBB033&begin=2889694&end=2893735;2889694;2893735;BOR037;PBB033;00:48:35;fisso;https://search.corpuskiparla.it/corpus/conversations/PBB033.html;https://search.corpuskiparla.it/corpus/conversations/PBB033_jefferson.html;21-25;F;BO;2;stud;sì;asimmetrico;emilia-romagna;intervista semistrutturata;laurea in corso;anni settanta anni di piombo eh stati un po'' difficili in sè // sì sì sì // erano anni un po'' memorabili // eh // beh allora;direi;che possiamo concludere l''intervista // ah sì // xsto un po'' di dom~ insomma ho fatto molte domande // no ah beh vabbè per;1;;;;;;;;;;;;;;;;;;;;;;;0
PBB013;#715225;doc#109;2022;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBB013&begin=1007671&end=1008847;1007671;1008847;BOI040;PBB013;00:29:04;fisso;https://search.corpuskiparla.it/corpus/conversations/PBB013.html;https://search.corpuskiparla.it/corpus/conversations/PBB013_jefferson.html;46-50;F;BO;2;oper;sì;asimmetrico;emilia-romagna;intervista semistrutturata;dip_tec_prof;// // un po'' in balia degli eventi // si // e il trasporto pubblico a bologna nel bacino di bologna funziona bene? // ma io;direi;di si // io direi di si // insomma le zone // nonostante tutto nonostante il casino nonostante i tempi un po'' // e // e //;1;;;;;;;;;;;;;;;;;;;;;;;0
PBB013;#715230;doc#109;2022;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBB013&begin=1009392&end=1010267;1009392;1010267;BOI040;PBB013;00:29:04;fisso;https://search.corpuskiparla.it/corpus/conversations/PBB013.html;https://search.corpuskiparla.it/corpus/conversations/PBB013_jefferson.html;46-50;F;BO;2;oper;sì;asimmetrico;emilia-romagna;intervista semistrutturata;dip_tec_prof;balia degli eventi // si // e il trasporto pubblico a bologna nel bacino di bologna funziona bene? // ma io direi di si // io;direi;di si // insomma le zone // nonostante tutto nonostante il casino nonostante i tempi un po'' // e // e // lunghi e da di;1;;;;;;;;;;;;;;;;;;;;;;;0
KPS004;#718361;doc#110;2022;https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPS004&begin=293021&end=294050;293021;294050;PKP033;KPS004;02:02:15;libero;https://search.corpuskiparla.it/corpus/conversations/KPS004.html;https://search.corpuskiparla.it/corpus/conversations/KPS004_jefferson.html;26-30;F;LE;3;intell;no;simmetrico;emilia-romagna;pasto;laurea;caldo // pigliati quello che vuoi che io mo me piglio l''altre // i cuori pigliali belli cuoricini eh // // // no ma non mh //;direi;basta // io non ne voglio più // finché ti regoli // sì // okay // sono cotte // mh mh // mh // mh mh // è comodo sto coso per fare;;;;;1;;;;;;;;;;;;;;;;;;1;0
PTB022;#746410;doc#111;2019;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTB022&begin=1660722&end=1665128;1660722;1665128;TOI075;PTB022;00:33:31;fisso;https://search.corpuskiparla.it/corpus/conversations/PTB022.html;https://search.corpuskiparla.it/corpus/conversations/PTB022_jefferson.html;over 85;M;TO;3;pens;sì;asimmetrico;piemonte;intervista semistrutturata;dip_tec_prof;tendono a // pensare che una volta si stava bene // poi tutti hanno nostalgia // del passato ma // in linea di massima non;direi;che la situazione sia migliorata // mhmhmh // secondo il mio modesto parere // tutto è relativo eh // quello che sta bene;1;;;;;;;;;;;;;;;;;;;;;;;0
BOC1005;#750131;doc#112;2017/18;https://search.corpuskiparla.it/corpus/player/player.cgi?code=BOC1005&begin=1130943&end=1132695;1130943;1132695;BO105;BOC1005;00:26:22;fisso;https://search.corpuskiparla.it/corpus/conversations/BOC1005.html;https://search.corpuskiparla.it/corpus/conversations/BOC1005_jefferson.html;21-25;F;BO;2;stud;sì;asimmetrico;emilia-romagna;esame;laurea in corso;magari in classi più ridotte si riesce // ad andare incontro al metodo di studio ti tutti // ehm // come fattori interni //;direi;che c'' è eh // sì sulla biografia linguistica magari ci sono alcuni aspetti legati alla biografia linguistica // non mi;1;;;;;;;;;;;;;;;;;;;;;;;0
BOC1005;#751053;doc#112;2017/18;https://search.corpuskiparla.it/corpus/player/player.cgi?code=BOC1005&begin=1479221&end=1483370;1479221;1483370;BO104;BOC1005;00:26:22;fisso;https://search.corpuskiparla.it/corpus/conversations/BOC1005.html;https://search.corpuskiparla.it/corpus/conversations/BOC1005_jefferson.html;36-40;F;BO;2;intell;sì;asimmetrico;emilia-romagna;esame;phd;della progettazione colaborativa eccetera quindi molto piú olistica // diminuita sì // va bene senti allora io;direi;che per questa parte ci possiamo fermare // ehm // sicuramente ecco si percepisce che non hai studiato le slide perchè //;1;;;;;;;;;;;;;;;;;;;;;;;0
