corpus	conv_id	token_id	token_span	audio	SegnDisc	Func:Interazionale	Func:Metatestuale	Func:Cognitiva	left	form	right
KIPasti	KPN030	318-1	318-1	https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPN030&begin=607321&end=608240	yes	_	Chiusura del topic	Attenuazione	giù // a parte che se avevano un problema // tipo il maesto li li prendeva // per aria // cioè io così // sacchi di patate // sì	praticamente	sì // ma quelli sono bravissimi perchè sono ricchissimi e quindi ci vanno // più spesso a sciare cioè // no ma erano tipo le
KIPasti	KPN030	437-0	437-0	https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPN030&begin=804353&end=808819	yes	_	Riformulazione	_	tipo un proge~ un progetto sì una roba del genere // che parlava di questemh sepolture // che si possono fare in cui vi //	praticamente	diventi il concime per un albero o un x // ah sì l''ho visto // ah sì // quella è pure roba figa // oppure fai una roba // che
ParlaBO	PBC018	36-13	36-13	https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBC018&begin=88747&end=94233	yes	_	_	Attenuazione	della sezione ciclismo // quando facciamo i raduni ci troviamo che partiamo quasi sempre da piazza maggiore	praticamente	// ah non // bologna la conosco non mi chiedere le strade perché io bologna la giro // xxx // però se uno mi dice voglio andar
ParlaBO	PBC018	129-3	129-3	https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBC018&begin=403267&end=405100	yes	_	_	Approssimazione	lui stai sicuro che se vuoi rompe~ // forse non è // in giardino abbiamo un albero che è venuto su con due // con due tronchi	praticamente	// ah // lui ha voluto far la scimmia // si è attaccato è solo che uno lo ha spezzato a metà // ah ma io volevo fare
ParlaBO	PBC018	178-8	178-8	https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBC018&begin=533692&end=538147	yes	_	_	Approssimazione	dicendo qualcosa // x // i luoghi che siamo più legati io // vivendo fuori bologna // il luogo in cui son più aggregato è	praticamente	il circolo @nomeluogo praticamente // ah beh x // perché col fatto che abitando fuori // ah beh si non c''è più un luogo // di
ParlaBO	PBC018	292-12	292-12	https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBC018&begin=886657&end=894027	yes	_	_	Attenuazione	professoresse faran~ xx potran far molto per questa cosa però // no no ma eh è un''opinione perché sulla linea tredici che	praticamente	dovranno fare la fil~ il filobus // x x // xx // con le rotaie a terra // il tramvai praticamente // eh quattro o cinque anni
ParlaBO	PBC018	296-2	296-2	https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBC018&begin=896687&end=898253	yes	_	Riformulazione	_	sulla linea tredici che praticamente dovranno fare la fil~ il filobus // x x // xx // con le rotaie a terra // il tramvai	praticamente	// eh quattro o cinque anni che han rifatto tutta la rete filoviaria nuova e adesso col tram // la rete filoviaria non va
ParlaBO	PBC018	333-10	333-10	https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBC018&begin=1009520&end=1016153	yes	_	Filler	_	bene immagino // no abbiam vissuto varie // varie tipologie di tempi // io come ho detto prima dentro al circolo io vengo	praticamente	adesso che prima c''ero di più perché essendo // a guidare quando hai la pausa dove vai vieni veniv~ si veniva al circolo //
ParlaBO	PBC018	374-21	374-21	https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBC018&begin=1149007&end=1155840	yes	_	_	Specificazione	del circolo // mah so che il circolo lavora lavora tanto per la città non dico per il quartiere perché lavori per la città	praticamente	// ah beh si // perché organizzando // l''orienteering que~ lì quello dell~ // quella della ricerca per i tumori così il
ParlaBO	PBC018	380-7	380-7	https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBC018&begin=1172134&end=1175620	yes	_	_	Approssimazione	ricerca per i tumori così il circolo // svolge mol~ cerca di dare visibilità sopra // verso come si dice verso la città	praticamente	// e coinvolgere anche la città quando ci sono queste manifestazioni // ah beh bello molto devo dire // le dispiace? //
ParlaBO	PBC018	397-20	397-20	https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBC018&begin=1217654&end=1224467	yes	_	_	Approssimazione	mi bagno se vado in una città // bologna è una città che ha dei portici ne ha tantissimi perché si va fino fino sopra san luca	praticamente	sotto i portici // quello è una bella cosa // eh // per me è bello avere i portici poi dopo // quando uno invece si deve
ParlaBO	PBC018	460-9	460-9	https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBC018&begin=1442847&end=1446640	yes	Richiesta di accordo/conferma	_	_	// bisognerebbe che nelle scuole mantenessero // anche un po'' // di far conoscere ai bimb~ ai ragazzi il dialetto	praticamente	// perchéè una nostra com''è che si può dire // è una nostra tradizione // x x tradizione? // un nostro // una nostra cosa che
ParlaBO	PBC018	566-9	566-9	https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBC018&begin=1752227&end=1757347	yes	_	Prolettico	_	la notte // che sono gli autobus che stanno fuori fino verso l''una praticamente // aiuto // no no eh eh ci sono tutti i turni	praticamente	per dar la copertura praticamente diciamo // dalle quattro di mattina fino a mezzanotte e mezza // tu devi spalmare i
ParlaBO	PBC018	568-5	568-5	https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBC018&begin=1762654&end=1767174	yes	_	Prolettico	_	dar la copertura praticamente diciamo // dalle quattro di mattina fino a mezzanotte e mezza // tu devi spalmare i turni	praticamente	c''è chi fa la mattina chi fa il pomeriggio // chi fa la sera // e poi ogni mese // i turni sono a rotazione praticamente non è
ParlaBO	PBC018	571-5	571-5	https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBC018&begin=1770247&end=1775773	yes	Richiesta di accordo/conferma	_	_	turni praticamente c''è chi fa la mattina chi fa il pomeriggio // chi fa la sera // e poi ogni mese // i turni sono a rotazione	praticamente	non è detto che io come si chiama se questo mese faccio una corta // il mese prossimo ne ho un''altra posso avere // un
ParlaBO	PBC018	626-4	626-4	https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBC018&begin=1935080&end=1936754	yes	_	Marca di generalizzazione	_	cioè uno inizia alle quattro lo fai finire a mezzanotte? no // perché i tu~ i turni mediamente sono su s~ // turni di sei ore	praticamente	// ah beh aiuto // ma tra l''altro sempre sullo stesso autobus immagino quindi // ah per un mese // eh se tu hai il turno fisso
ParlaBO	PBC018	702-8	702-8	https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBC018&begin=2134654&end=2137147	yes	Marcatura della conoscenza condivisa	_	_	giù le antenne // cioè i // i trolley de~ de~ quello che da corrente all''autobus // fai un macello che s~ rompi la rete	praticamente	// oh // cioè un lavoro che // devi star concentrato non puoi // stare tanto // ah beh // tanto f~ // per dire a pensare ai
KIPasti	KPS025	170-17	170-17	https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPS025&begin=421960&end=430063	yes	_	Prolettico	_	allora la zia // romanella p'' forz'' stev // e la zia lo mandò in america perchè ehm là non poteva vivere cioè co~ questa ave~	praticamente	questa montagna // xx // che oggi vale un patrimonio ma all''epoca non valeva niente // non valeva niente // allora // #ma
KIP	TOC1001	40-18	40-18	https://search.corpuskiparla.it/corpus/player/player.cgi?code=TOC1001&begin=126404&end=136841	yes	_	Prolettico	_	insomma ecco non x // sì // beh certo // prendo ad esempio il libro che fa l'' esempio del bonded labor chemhnient'' altro che	praticamente	quello che già avveniva tempo fa cioè e una famiglia si indebita con uno strozzino // questo strozzino portaa al massimo
KIP	TOC1001	42-2	42-2	https://search.corpuskiparla.it/corpus/player/player.cgi?code=TOC1001&begin=145055&end=160495	yes	_	Prolettico	_	// questo strozzino portaa al massimo i livelli di tasso d'' interesse sulmh sulmh l'' indebitamento // e quindi	praticamente	l'' unica soluzione che la famiglia ha per sdebitarsi è di ehschiavizzarsi di di rendersi schiava per sopperire a
ParlaTO	PTD016	605-3	605-3	https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTD016&begin=1073828&end=1074980	yes	Cessione del turno	_	_	magari il sabato // mah mio padre ha fatto un po di tutto // ha fatto l''idraulico ha fatto // giulio sa tutto // come mio papà	praticamente	// giulio sa tutto cioè // sì // servono sai quelli sono vecchio stampo // sì sì sì sì // sì che tipo ti si rompe qualche mio
ParlaTO	PTD016	1006-7	1006-7	https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTD016&begin=1736160&end=1738800	yes	_	Prolettico	_	ah perché mettevano pure le mani nella tua cassa? // sì certo // sì sì sì sì // pazzesco // ci son due mie colleghe che hanno	praticamente	partorito quasi lì // ma veramente? // sì sì sì poi minacce qua eh vabbè la cosa è lunga // poi lì ci sono anche x gli zingari
ParlaTO	PTD016	1117-4	1117-4	https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTD016&begin=1945290&end=1950100	yes	_	Filler	_	non avessi // perché dici? // ma per le per le tasse perché l''anno scorso madonna // vero? // abbiamo spes~ abbiamo pagato	praticamente	il quarantotto per cento di del nostro il fatturato // minchia // tasse // minchia // del nostro utile // cioè dell''utile
ParlaTO	PTD016	1557-1	1557-1	https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTD016&begin=2611509&end=2612959	yes	_	Prolettico	_	sì sì // dei faraoni // ma tu la sa~ voi la sapete la storia di mia nonna e la bresaola? // no // forse sì non so non mi ricordo //	praticamente	// sai che mia nonna aveva il banco? che vendeva i salumi? // eh // eh praticamente l''hanno portata a vedere il museo
ParlaTO	PTD016	1560-1	1560-1	https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTD016&begin=2616833&end=2619723	yes	_	Prolettico	_	// no // forse sì non so non mi ricordo // praticamente // sai che mia nonna aveva il banco? che vendeva i salumi? // eh // eh	praticamente	l''hanno portata a vedere il museo egizio // e lei ha visto le mummie // e sai che le mummie c''hanno la carta bianca? // // la
ParlaTO	PTD016	1887-1	1887-1	https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTD016&begin=3065456&end=3071726	yes	_	Filler	_	// eh beh f~ poi feel sick significa proprio vomitare nel senso che proprio ci hai la nausea // feel sick in the plane // io	praticamente	comunque in tutti i voli stavo con felpa cappuccio cappello e coperta ero così // e non capivano // // madon~ // tutto il
ParlaTO	PTD021	1206-4	1206-4	https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTD021&begin=2345867&end=2348690	yes	_	Prolettico	_	// ileh fratello di adri // mai stato in giappone giovanni // in in cina hai ragione sì ho sbagliato // ah // no eh neh	praticamente	ci son delleenormi // birra e via e pubeh // mettila così // e in cui c''è una sala ineh cui c''è musica un po'' tunz tunzeh in cui
ParlaTO	PTD021	1216-0	1216-0	https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTD021&begin=2368561&end=2369937	yes	_	_	Intensificazione	// e alle tre tutti a casa // a piedi perchè la metro chiude // okay // una volta mi sono attraversato mezza tokyo a piedi //	praticamente	dal tramonto all''alba // sono arrivato in albergo son collassato // piuttosto di spendere quei soldi per il taxi perchè
ParlaTO	PTD021	1727-3	1727-3	https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTD021&begin=3266081&end=3267600	yes	_	Marca di generalizzazione	_	parte quando gli zingari all''aeroporto accendono i falò // te li cerchi // si vede che me me li cerco // però // è un paesone	praticamente	// ah ah ah // dove c''è tutto e non c''è niente in realtà // però supermercati a go go // mh mh mh mh // xxx esci vai a comprare
KIPasti	KPS007	322-4	322-4	https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPS007&begin=765150&end=772790	yes	_	Prolettico	_	ehm // di questa nostra amica sara // che fa compleanno e laurea insieme a san valentino // eh ci andiamo perché	praticamente	dalla mattina andiamo con giuli e gli arancione in barca che c''hanno detto se vogliamo andare con loro // e poi non so se ci
KIPasti	KPS007	387-0	387-0	https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPS007&begin=958672&end=960580	yes	Presa di turno	_	_	che è così ma nessuno sembra // eh capire come stanno le cose // che poi non ho capito com''è caduta questa mattina //	praticamente	stava uscendo dal portone // eh // che era aperto perché stavano facendo i lavori // mhmh // il cancello era chiuso // eh sì
KIPasti	KPS007	491-3	491-3	https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPS007&begin=1267680&end=1269630	yes	_	Introduzione o ripresa del topic	_	perché in tutto questo quaranta gradi // ma a che altezza stavate? // perché siamo an~ dietro vicino alle poste // vabbè e	praticamente	questo signore // e la nonna s''era fermata si voleva sedere ma là non ci sono nemmeno i muretti per per sedersi no o
KIPasti	KPS007	502-1	502-1	https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPS007&begin=1299560&end=1304550	yes	_	Prolettico	_	signore ne~ mh che tipo dal suo garage // sai quello dove ci sta tipo l''officina? andando verso le po~ no prima // // e	praticamente	esce sto signore e fa ah ti vuoi sedere no? e gli porta una sedia // // tra l''altro mette a una certa accende la la radio //
ParlaBO	PBB003	34-8	34-8	https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBB003&begin=97650&end=101890	yes	_	_	Approssimazione	son quasi molti sono andati fuori // ah in centro pochi // pochi pochi sono sincera // anche i miei amici si sono spostati	praticamente	tutti dal quartiere // quasi tutti // e prevalentemente chi non ha ereditato una casa nel centro storico di bologna // o
ParlaBO	PBB003	65-13	65-13	https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBB003&begin=213770&end=220600	yes	_	_	Intensificazione	massimo // noi abitiamo in questa parte di di della croce di casalecchio // dove se cade il ponte eh noi siamo in un''isola	praticamente	siamo irraggiungibili // è vero // eh quindi insomma siamo molto attaccati a questo ponte sembriamo quasi una penisola
ParlaBO	PBB003	123-15	123-15	https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBB003&begin=445575&end=451199	yes	_	_	Intensificazione	adesso ce n''è uno qui sopra // e effettivamente fa parecchio // però sì di altre cose mi vien da dire che mh secondo me c''è	praticamente	tutto // ci sono tanti parrucchieri // alla croce fondamentali // tante banche // e adesso quelle sono un po'' calate //
ParlaBO	PBB003	183-0	183-0	https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBB003&begin=613800&end=614990	yes	_	_	Intensificazione	delle cose voluminose // acquistarle andarle a prendere da qualcuno debbo utilizzare l''automobile autobus mai // //	praticamente	mai // eh d''estate mi muovo volentieri in bicicletta ma più per // non per raggiungere un dato luogo perchè si fa prima in
ParlaBO	PBB003	447-7	447-7	https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBB003&begin=1539833&end=1544341	yes	_	Prolettico	_	sul canale dei camionisti oppure sul canale dei radioamatori // che trasmettevano dalla bassa s~ s~ sentiva	praticamente	tutta la pianura padana // e quindi ci facevamo delle gran risate perchè quello chiaramente era un punto di ricezione
